# experiment P-73 (R-073)
# hypothesis: THE HOOK IS A PROPOSAL IN THIS REPOSITORY'S OWN DOCS. The mechanics dossier proposes the angle-weighted pseudonormal at 'under 2 degrees difference on good triangles, over 15 degrees on radius-ratio under 0.15, about 40 lines'. Jin, Lewis and West 2005 (10.1007/s00371-004-0271-1, 140 citations) scored six connectivity weightings -- equal, angle, sine-and-edge-length-reciprocal, adjacent-triangle-area, edge-length-reciprocal, sqrt-edge-length- reciprocal -- against the analytic normal, and on MARCHING- TETRAHEDRA OUTPUT EVERY ONE OF THEM HAS A MEDIAN DISCREPANCY OF 5-20 DEGREES at the highest resolution they tested. Their diagnosis is spatial aliasing in irregular implicit tessellation, which is M-72's mechanism seen from the shading side. NormalStrategy already has AnalyticGradient and CentralDifference; this measures whether a third is worth having. (C1) On eight reference fields at 33^3 and 65^3, every connectivity weighting has a median angular error against the analytic gradient of at least 3x CentralDifference's at the cell size, and thin_plate and noise_cavity are the worst. (C2) mean |f(v)| -- the off-surface shading canary the dossier proposes in two lines -- PREDICTS the per-vertex angular error, rank correlation above 0.7 on at least six of eight fields. (C3) THE DETERMINISM ARGUMENT, INDEPENDENT OF QUALITY: angle weighting needs acos, libm's acos has no architecture selection, and a connectivity- weighted normal is therefore a golden-hash liability on a crate committing 216 of them. Measured: the connectivity route moves at least one hash between the M5 and the Zen 3 and the gradient route moves none. SHARE: C1 and C2 move the whole normals stage; C3 moves nothing and is a correctness clause.
# falsified by: C1 by any weighting within 3x, which would mean the 2005 result does not transfer to trilinear output and the dossier's proposal is right. C2 by a rank correlation below 0.7 on three or more fields, which would mean the canary and the error are different phenomena and the canary is not a proxy for shimmer. C3 by zero hash movement on the connectivity route, which would be the more interesting result and would remove the determinism objection entirely. VACUITY CONTROL: the fixture must contain triangles in the bottom decile of the aspect-ratio distribution on every field, reported as a column, or C1 is measuring well-shaped triangles only.
# commit 3a554ed on amd-ryzen-9-5900x-12-core at 2026-08-28T00:32:57Z
field,resolution,weighting,median_angle_error_deg,p99_angle_error_deg,gradient_median_deg,ratio_to_gradient,canary_mean_abs_f,canary_rank_correlation,worst_decile_triangles,hashes_moved_connectivity,hashes_moved_gradient,c1_holds,c2_holds,c3_holds,acos_sweep_libm_local,acos_sweep_libm_remote,acos_sweep_moved_libm,acos_sweep_moved_std,acos_sweep_std_local,acos_sweep_std_remote,boundary_vertices_excluded,c1_rows_at_least_3,c1_rows_testable,c1_rows_total,c1_testable_cases,c1_worst_two_as_registered,c2_fields_above_bar_at_res,c2_testable_fields_at_res,canary_max_abs_f,canary_zero_vertices,case_c1_testable,case_c1_verdict,case_c2_testable,case_c2_verdict,cd_degenerate_excluded,cd_magnitude_ratio_median,cell_size,codegen_control_ran,field_mean_connectivity_median_deg,field_rank_by_error,hash_fixtures,hashes_connectivity_total,hashes_gradient_total,hashes_moved_codegen,hashes_moved_std_acos,hashes_moved_std_acos_fixtures,hashes_std_acos_total,local_toolchain,min_radius_ratio,mwaat_crate_status,mwaat_mismatch_vertices,nonmanifold_edges,port_acos_matches_libm,program_matches_bench,radius_ratio_median_pooled,radius_ratio_p10_pooled,ratio_p99_to_gradient,ref_closed_form_max_deg,ref_closed_form_median_deg,ref_degenerate_excluded,ref_fd_median_deg,ref_fd_over_half_deg,ref_fd_p99_deg,reference_matches_extraction,row_ratio_at_least_3,scored_vertices,second_machine,second_machine_note,second_machine_toolchain,skipped_corners,triangles,triangles_below_0p15,vertices,weight_degenerate_excluded,worst_decile_max_radius_ratio,worst_decile_triangles_below_pooled_p10,zero_error_vertices
box_exact,33,central_difference,0.000000,0.000000,0.000000,NaN,0.000000e0,0.000000,336,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,0.000000e0,1350,false,vacuous,false,vacuous,0,1.000000000,0.125000000,true,0.000000,6,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.787694,match,0,0,true,true,0.817624,0.242312,NaN,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,1350,apple-m5-arm64,ok,1.96.1,0,2696,0,1350,0,0.787694,0,1350
box_exact,65,equal,0.000000,22.500000,0.000000,NaN,0.000000e0,0.000000,11520,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,0.000000e0,5766,false,vacuous,false,vacuous,0,1.000000000,0.062500000,true,0.000000,6,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.787694,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,5766,apple-m5-arm64,ok,1.96.1,0,11528,0,5766,0,0.828427,0,5046
box_exact,65,angle,0.000000,22.500000,0.000000,NaN,0.000000e0,0.000000,11520,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,0.000000e0,5766,false,vacuous,false,vacuous,0,1.000000000,0.062500000,true,0.000000,6,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.787694,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,5766,apple-m5-arm64,ok,1.96.1,0,11528,0,5766,0,0.828427,0,5046
box_exact,65,sine_edge_length_recip,0.000000,18.434949,0.000000,NaN,0.000000e0,0.000000,11520,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,0.000000e0,5766,false,vacuous,false,vacuous,0,1.000000000,0.062500000,true,0.000000,6,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.787694,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,5766,apple-m5-arm64,ok,1.96.1,0,11528,0,5766,0,0.828427,0,5046
box_exact,65,adjacent_triangle_area,0.000000,26.565051,0.000000,NaN,0.000000e0,0.000000,11520,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,0.000000e0,5766,false,vacuous,false,vacuous,0,1.000000000,0.062500000,true,0.000000,6,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.787694,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,5766,apple-m5-arm64,ok,1.96.1,0,11528,0,5766,0,0.828427,0,5046
box_exact,65,edge_length_recip,0.000000,18.337950,0.000000,NaN,0.000000e0,0.000000,11520,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,0.000000e0,5766,false,vacuous,false,vacuous,0,1.000000000,0.062500000,true,0.000000,6,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.787694,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,5766,apple-m5-arm64,ok,1.96.1,0,11528,0,5766,0,0.828427,0,5046
box_exact,65,sqrt_edge_length_recip,0.000000,20.368969,0.000000,NaN,0.000000e0,0.000000,11520,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,0.000000e0,5766,false,vacuous,false,vacuous,0,1.000000000,0.062500000,true,0.000000,6,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.787694,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,5766,apple-m5-arm64,ok,1.96.1,0,11528,0,5766,0,0.828427,0,5046
box_exact,65,central_difference,0.000000,0.000000,0.000000,NaN,0.000000e0,0.000000,11520,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,0.000000e0,5766,false,vacuous,false,vacuous,0,1.000000000,0.062500000,true,0.000000,6,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.787694,match,0,0,true,true,0.817624,0.242312,NaN,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,5766,apple-m5-arm64,ok,1.96.1,0,11528,0,5766,0,0.828427,0,5766
csg_difference,33,equal,0.000000,37.698138,0.000000,NaN,1.336310e-4,0.349913,506,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,2.422590e-3,1167,false,vacuous,true,falsified,0,1.000000000,0.125000000,true,0.000000,7,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.047541,match,0,0,true,true,0.817624,0.242312,3.000665,0.000000854,0.000000000,0,0.000000000,0,0.000000000,true,false,1386,apple-m5-arm64,ok,1.96.1,0,2768,24,1386,0,0.787694,42,831
csg_difference,33,angle,0.000000,37.591897,0.000000,NaN,1.336310e-4,0.358219,506,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,2.422590e-3,1167,false,vacuous,true,falsified,0,1.000000000,0.125000000,true,0.000000,7,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.047541,match,0,0,true,true,0.817624,0.242312,2.992209,0.000000854,0.000000000,0,0.000000000,0,0.000000000,true,false,1386,apple-m5-arm64,ok,1.96.1,0,2768,24,1386,0,0.787694,42,831
csg_difference,33,sine_edge_length_recip,0.000000,35.132778,0.000000,NaN,1.336310e-4,0.363723,506,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,2.422590e-3,1167,false,vacuous,true,falsified,0,1.000000000,0.125000000,true,0.000000,7,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.047541,match,0,0,true,true,0.817624,0.242312,2.796470,0.000000854,0.000000000,0,0.000000000,0,0.000000000,true,false,1386,apple-m5-arm64,ok,1.96.1,0,2768,24,1386,0,0.787694,42,831
csg_difference,33,adjacent_triangle_area,0.000000,38.843462,0.000000,NaN,1.336310e-4,0.344804,506,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,2.422590e-3,1167,false,vacuous,true,falsified,0,1.000000000,0.125000000,true,0.000000,7,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.047541,match,0,0,true,true,0.817624,0.242312,3.091830,0.000000854,0.000000000,0,0.000000000,0,0.000000000,true,false,1386,apple-m5-arm64,ok,1.96.1,0,2768,24,1386,0,0.787694,42,831
csg_difference,33,edge_length_recip,0.000000,35.255217,0.000000,NaN,1.336310e-4,0.359538,506,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,2.422590e-3,1167,false,vacuous,true,falsified,0,1.000000000,0.125000000,true,0.000000,7,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.047541,match,0,0,true,true,0.817624,0.242312,2.806215,0.000000854,0.000000000,0,0.000000000,0,0.000000000,true,false,1386,apple-m5-arm64,ok,1.96.1,0,2768,24,1386,0,0.787694,42,831
csg_difference,33,sqrt_edge_length_recip,0.000000,36.038902,0.000000,NaN,1.336310e-4,0.361205,506,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,2.422590e-3,1167,false,vacuous,true,falsified,0,1.000000000,0.125000000,true,0.000000,7,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.047541,match,0,0,true,true,0.817624,0.242312,2.868595,0.000000854,0.000000000,0,0.000000000,0,0.000000000,true,false,1386,apple-m5-arm64,ok,1.96.1,0,2768,24,1386,0,0.787694,42,831
csg_difference,33,central_difference,0.000000,12.563261,0.000000,NaN,1.336310e-4,0.912948,506,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,2.422590e-3,1167,false,vacuous,true,falsified,0,1.000000000,0.125000000,true,0.000000,7,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.047541,match,0,0,true,true,0.817624,0.242312,1.000000,0.000000854,0.000000000,0,0.000000000,0,0.000000000,true,false,1386,apple-m5-arm64,ok,1.96.1,0,2768,24,1386,0,0.787694,42,1137
csg_difference,65,equal,0.000000,35.334949,0.000000,NaN,3.202483e-5,0.583849,1590,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,6.296937e-4,5031,false,vacuous,true,falsified,0,1.000000000,0.062500000,true,0.000000,7,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000178,match,0,0,true,true,0.817624,0.242312,2.601655,0.000001207,0.000000000,0,0.000000000,0,0.000000000,true,false,6012,apple-m5-arm64,ok,1.96.1,0,12020,208,6012,0,0.787694,284,4295
csg_difference,65,angle,0.000000,34.447553,0.000000,NaN,3.202483e-5,0.584622,1590,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,6.296937e-4,5031,false,vacuous,true,falsified,0,1.000000000,0.062500000,true,0.000000,7,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000178,match,0,0,true,true,0.817624,0.242312,2.536317,0.000001207,0.000000000,0,0.000000000,0,0.000000000,true,false,6012,apple-m5-arm64,ok,1.96.1,0,12020,208,6012,0,0.787694,284,4295
csg_difference,65,sine_edge_length_recip,0.000000,31.866281,0.000000,NaN,3.202483e-5,0.579428,1590,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,6.296937e-4,5031,false,vacuous,true,falsified,0,1.000000000,0.062500000,true,0.000000,7,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000178,match,0,0,true,true,0.817624,0.242312,2.346262,0.000001207,0.000000000,0,0.000000000,0,0.000000000,true,false,6012,apple-m5-arm64,ok,1.96.1,0,12020,208,6012,0,0.787694,284,4295
csg_difference,65,adjacent_triangle_area,0.000000,39.539038,0.000000,NaN,3.202483e-5,0.584593,1590,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,6.296937e-4,5031,false,vacuous,true,falsified,0,1.000000000,0.062500000,true,0.000000,7,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000178,match,0,0,true,true,0.817624,0.242312,2.911195,0.000001207,0.000000000,0,0.000000000,0,0.000000000,true,false,6012,apple-m5-arm64,ok,1.96.1,0,12020,208,6012,0,0.787694,284,4295
csg_difference,65,edge_length_recip,0.000000,31.533928,0.000000,NaN,3.202483e-5,0.579020,1590,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,6.296937e-4,5031,false,vacuous,true,falsified,0,1.000000000,0.062500000,true,0.000000,7,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000178,match,0,0,true,true,0.817624,0.242312,2.321792,0.000001207,0.000000000,0,0.000000000,0,0.000000000,true,false,6012,apple-m5-arm64,ok,1.96.1,0,12020,208,6012,0,0.787694,284,4295
csg_difference,65,sqrt_edge_length_recip,0.000000,33.440057,0.000000,NaN,3.202483e-5,0.581187,1590,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,6.296937e-4,5031,false,vacuous,true,falsified,0,1.000000000,0.062500000,true,0.000000,7,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000178,match,0,0,true,true,0.817624,0.242312,2.462137,0.000001207,0.000000000,0,0.000000000,0,0.000000000,true,false,6012,apple-m5-arm64,ok,1.96.1,0,12020,208,6012,0,0.787694,284,4295
csg_difference,65,central_difference,0.000000,13.581722,0.000000,NaN,3.202483e-5,0.963016,1590,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,6.296937e-4,5031,false,vacuous,true,falsified,0,1.000000000,0.062500000,true,0.000000,7,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000178,match,0,0,true,true,0.817624,0.242312,1.000000,0.000001207,0.000000000,0,0.000000000,0,0.000000000,true,false,6012,apple-m5-arm64,ok,1.96.1,0,12020,208,6012,0,0.787694,284,4992
thin_plate,33,equal,0.000000,18.378527,0.000000,NaN,3.061277e-18,0.061942,224,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,3.469447e-18,60,false,vacuous,true,falsified,0,0.100000000,0.125000000,true,0.000000,8,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.828418,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,510,apple-m5-arm64,ok,1.96.1,0,1016,0,510,0,0.828418,0,390
thin_plate,33,angle,0.000000,18.450505,0.000000,NaN,3.061277e-18,0.062145,224,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,3.469447e-18,60,false,vacuous,true,falsified,0,0.100000000,0.125000000,true,0.000000,8,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.828418,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,510,apple-m5-arm64,ok,1.96.1,0,1016,0,510,0,0.828418,0,390
thin_plate,33,sine_edge_length_recip,0.000000,18.434949,0.000000,NaN,3.061277e-18,0.061942,224,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,3.469447e-18,60,false,vacuous,true,falsified,0,0.100000000,0.125000000,true,0.000000,8,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.828418,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,510,apple-m5-arm64,ok,1.96.1,0,1016,0,510,0,0.828418,0,390
thin_plate,33,adjacent_triangle_area,0.000000,18.434949,0.000000,NaN,3.061277e-18,0.062303,224,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,3.469447e-18,60,false,vacuous,true,falsified,0,0.100000000,0.125000000,true,0.000000,8,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.828418,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,510,apple-m5-arm64,ok,1.96.1,0,1016,0,510,0,0.828418,0,390
thin_plate,33,edge_length_recip,0.000000,18.378563,0.000000,NaN,3.061277e-18,0.062144,224,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,3.469447e-18,60,false,vacuous,true,falsified,0,0.100000000,0.125000000,true,0.000000,8,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.828418,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,510,apple-m5-arm64,ok,1.96.1,0,1016,0,510,0,0.828418,0,390
thin_plate,33,sqrt_edge_length_recip,0.000000,18.378554,0.000000,NaN,3.061277e-18,0.062303,224,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,3.469447e-18,60,false,vacuous,true,falsified,0,0.100000000,0.125000000,true,0.000000,8,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.828418,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,510,apple-m5-arm64,ok,1.96.1,0,1016,0,510,0,0.828418,0,390
thin_plate,33,central_difference,0.000000,0.000000,0.000000,NaN,3.061277e-18,0.000000,224,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,3.469447e-18,60,false,vacuous,true,falsified,0,0.100000000,0.125000000,true,0.000000,8,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.828418,match,0,0,true,true,0.817624,0.242312,NaN,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,510,apple-m5-arm64,ok,1.96.1,0,1016,0,510,0,0.828418,0,510
thin_plate,65,equal,0.000000,5.654966,0.000000,NaN,3.259177e-18,0.038150,480,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,3.469447e-18,124,false,vacuous,true,falsified,0,0.200000000,0.062500000,true,0.000000,8,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.828291,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,2046,apple-m5-arm64,ok,1.96.1,0,4088,0,2046,0,0.828291,0,1798
thin_plate,65,angle,0.000000,5.654966,0.000000,NaN,3.259177e-18,0.038215,480,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,3.469447e-18,124,false,vacuous,true,falsified,0,0.200000000,0.062500000,true,0.000000,8,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.828291,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,2046,apple-m5-arm64,ok,1.96.1,0,4088,0,2046,0,0.828291,0,1798
thin_plate,65,sine_edge_length_recip,0.000000,5.599339,0.000000,NaN,3.259177e-18,0.038215,480,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,3.469447e-18,124,false,vacuous,true,falsified,0,0.200000000,0.062500000,true,0.000000,8,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.828291,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,2046,apple-m5-arm64,ok,1.96.1,0,4088,0,2046,0,0.828291,0,1798
thin_plate,65,adjacent_triangle_area,0.000000,5.710593,0.000000,NaN,3.259177e-18,0.038215,480,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,3.469447e-18,124,false,vacuous,true,falsified,0,0.200000000,0.062500000,true,0.000000,8,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.828291,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,2046,apple-m5-arm64,ok,1.96.1,0,4088,0,2046,0,0.828291,0,1798
thin_plate,65,edge_length_recip,0.000000,5.599259,0.000000,NaN,3.259177e-18,-0.360591,480,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,3.469447e-18,124,false,vacuous,true,falsified,0,0.200000000,0.062500000,true,0.000000,8,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.828291,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,2046,apple-m5-arm64,ok,1.96.1,0,4088,0,2046,0,0.828291,0,1711
thin_plate,65,sqrt_edge_length_recip,0.000000,5.627088,0.000000,NaN,3.259177e-18,0.038215,480,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,3.469447e-18,124,false,vacuous,true,falsified,0,0.200000000,0.062500000,true,0.000000,8,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.828291,match,0,0,true,true,0.817624,0.242312,inf,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,2046,apple-m5-arm64,ok,1.96.1,0,4088,0,2046,0,0.828291,0,1798
thin_plate,65,central_difference,0.000000,0.000000,0.000000,NaN,3.259177e-18,0.000000,480,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,3.469447e-18,124,false,vacuous,true,falsified,0,0.200000000,0.062500000,true,0.000000,8,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.828291,match,0,0,true,true,0.817624,0.242312,NaN,0.000000000,0.000000000,0,0.000000000,0,0.000000000,true,false,2046,apple-m5-arm64,ok,1.96.1,0,4088,0,2046,0,0.828291,0,2046
gyroid,33,equal,3.355190,66.723849,0.000001,2778813.555245,6.423566e-3,0.265586,1064,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.465830e-1,6,true,held,true,falsified,0,0.968402874,0.437500000,true,3.105623,3,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.330126,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,true,5292,apple-m5-arm64,ok,1.96.1,12,10632,948,5292,0,0.170613,1438,1
gyroid,33,angle,2.532198,66.857456,0.000001,2097200.043630,6.423566e-3,0.279837,1064,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.465830e-1,6,true,held,true,falsified,0,0.968402874,0.437500000,true,3.105623,3,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.332790,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,true,5292,apple-m5-arm64,ok,1.96.1,12,10632,948,5292,0,0.170613,1438,1
gyroid,33,sine_edge_length_recip,2.609663,59.443752,0.000001,2161358.055547,6.423566e-3,0.205154,1064,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.465830e-1,6,true,held,true,falsified,0,0.968402874,0.437500000,true,3.105623,3,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.184999,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,true,5292,apple-m5-arm64,ok,1.96.1,12,10632,948,5292,0,0.170613,1438,1
