# experiment P-91 (R-091)
# hypothesis: TWO ROWS OF THE EXISTING DOCS MEET HERE AND NEITHER NAMES THE HEAD- TO-HEAD. Item 3.6 proposes Lengyel's one-scalar geomorph at 6 bytes per vertex instead of 12 and predicts it FAILS on gyroid and succeeds on fbm_terrain -- 'geomorph on terrain, not on caves'. Item 3.8 proposes switching LOD at the distance where p99 pixels-of-pop falls under one pixel, against M-121's measured pop of up to 3.14 cells. The comparison nobody has run is geomorph against the other standard answer, dithered or alpha-to-coverage cross-fade. THE SWEEP FOUND NO BENCHMARK FOR ANY DITHERED LOD BLEND ANYWHERE. The one measured argument in the literature favours morphing and it is a BANDWIDTH argument rather than an aesthetic one: Haydel, Yuksel and Seiler (10.1145/3618359) chose morphing over stochastic LOD because stochastic causes 'significantly increased data movement' spikes at transitions -- though their hardware is a CYCLE-ACCURATE SIMULATION OF TRaX, NOT A REAL GPU, which is why the argument that survives the port is the structural one and not the number. GATED ON P-77, which measures history rejection. (C1) Geomorph gets p99 pixels-of-pop under 1.0 on fbm_terrain at the current switch distance and FAILS on gyroid, reproducing 3.6's prediction. (C2) Dithered cross-fade gets a LOWER p99 pop than geomorph on gyroid -- because it does not need a coarse-mesh counterpart along p + t*n, which a triply-periodic field denies it -- and a HIGHER cost, measured as P-77's temporal- history rejection. (C3) Dither's cost lands in the same budget destruction has already spent: rejection under dithered LOD plus active digging is MORE THAN THE SUM of each alone. SHARE: C1 and C2 move the LOD transition only; C3 moves the TAA resolve.
# falsified by: C1 by either half -- geomorph failing on terrain would kill it outright, and succeeding on gyroid would be a better result than predicted and needs explaining. C2 by dither also failing on gyroid, which would mean neither transition works on cave topology and the honest answer is a hard switch at a distance where nobody looks. C3 by additivity, which would mean the two effects are independent and dither is affordable after all. VACUITY CONTROL: the no-transition arm must show a measurable pop, reported in pixels, or both methods are being compared against an invisible baseline.
# commit 874a68b on amd-ryzen-9-5900x-12-core at 2026-08-28T00:56:51Z
field,switch_distance,method,p99_pixels_of_pop,max_pixels_of_pop,pop_cells,bytes_per_vertex,history_rejected_static,history_rejected_lod,history_rejected_lod_and_digging,sum_of_parts,superadditivity,c1_holds,c2_holds,c3_holds,bytes_per_vertex_doc_claim,bytes_second_position,c1_half_this_row_holds,c2_cost_half_holds,c2_pop_half_holds,coarse_bytes,coarse_h,coarse_triangles,coarse_vertices,cpu_mhz,degenerate_coarse_triangles,dig_h_coarse,dig_h_fine,distance_for_p99_under_one_px,dither_flip_fraction_per_frame,dither_slots,excess_rejected_digging,excess_rejected_lod,fade_frames,fine_bytes,fine_h,fine_triangles,fine_vertices,fov_y_deg,geomorph_fail_fraction_cell,geomorph_fail_fraction_cell27,geomorph_fail_fraction_reach,geomorph_flipped_cell,geomorph_flipped_reach,geomorph_no_hit_cell,geomorph_no_hit_reach,geomorph_no_normal_cell,geomorph_success_cell,geomorph_success_reach,history_rejected_digging,history_rejected_lod_geomorph,history_rejected_lod_geomorph_uv_locked,history_rejected_this_method,lod_from,lod_to,m121_committed_worst_pop_cells,m121_reproduced_adjacent_only,m121_reproduced_median,m121_reproduced_worst_pop_cells,morph_t_max_coarse_cells_cell,morph_t_max_coarse_cells_reach,p99_pixels_across_view,p99_pixels_vertex_metric,pixels_per_world_unit_at_distance,pop_cells_p99,pop_cells_surface_max,pop_cells_vertex_metric_max,pop_world_max,pop_world_p99,superadditivity_ceiling,superadditivity_excess_samples,taa_brushes_placed,taa_height,taa_population_static,taa_warmup_frames,taa_width,taa_window_frames,threads,vacuity_none_max_pixels,vacuity_none_p99_pixels,view_height_px
fbm_terrain,14.000,none,36.8346,44.9980,0.966455,0,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,NA,false,true,3792,1.0000,138,89,4200,0,0.2500,0.1250,515.68,0.083333,1,7374.0,89947.0,12,12840,0.5000,498,286,45.0,0.454545,0.132867,0.132867,0,1,130,37,0,156,248,41196,432188,431578,33822,1,2,3.136,1.6177,1.4574,3.1412,0.547744,0.600225,35.9000,66.5242,93.1197,0.791124,0.966455,1.457398,0.483227,0.395562,1.075770,241,2,270,1030808,16,480,8,24,44.9980,36.8346,1080
fbm_terrain,14.000,geomorph,33.0834,42.6696,0.916447,4,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,false,false,true,3792,1.0000,138,89,4200,0,0.2500,0.1250,463.17,0.083333,1,7374.0,89947.0,12,12840,0.5000,498,286,45.0,0.454545,0.132867,0.132867,0,1,130,37,0,156,248,41196,432188,431578,432188,1,2,3.136,1.6177,1.4574,3.1412,0.547744,0.600225,35.9000,66.5242,93.1197,0.710557,0.966455,1.457398,0.458223,0.355278,1.075770,241,2,270,1030808,16,480,8,24,44.9980,36.8346,1080
fbm_terrain,14.000,dither_s1,36.8346,44.9980,0.966455,0,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,NA,false,true,3792,1.0000,138,89,4200,0,0.2500,0.1250,515.68,0.083333,1,7374.0,89947.0,12,12840,0.5000,498,286,45.0,0.454545,0.132867,0.132867,0,1,130,37,0,156,248,41196,432188,431578,123769,1,2,3.136,1.6177,1.4574,3.1412,0.547744,0.600225,35.9000,66.5242,93.1197,0.791124,0.966455,1.457398,0.483227,0.395562,1.075770,241,2,270,1030808,16,480,8,24,44.9980,36.8346,1080
fbm_terrain,14.000,dither_s4,9.2087,11.2495,0.241614,0,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,NA,false,true,3792,1.0000,138,89,4200,0,0.2500,0.1250,128.92,0.083333,4,7374.0,89947.0,12,12840,0.5000,498,286,45.0,0.454545,0.132867,0.132867,0,1,130,37,0,156,248,41196,432188,431578,123769,1,2,3.136,1.6177,1.4574,3.1412,0.547744,0.600225,35.9000,66.5242,93.1197,0.197781,0.966455,1.457398,0.120807,0.098891,1.075770,241,2,270,1030808,16,480,8,24,44.9980,36.8346,1080
fbm_terrain,14.000,dither,4.6043,5.6247,0.120807,0,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,NA,false,true,3792,1.0000,138,89,4200,0,0.2500,0.1250,64.46,0.083333,8,7374.0,89947.0,12,12840,0.5000,498,286,45.0,0.454545,0.132867,0.132867,0,1,130,37,0,156,248,41196,432188,431578,123769,1,2,3.136,1.6177,1.4574,3.1412,0.547744,0.600225,35.9000,66.5242,93.1197,0.098891,0.966455,1.457398,0.060403,0.049445,1.075770,241,2,270,1030808,16,480,8,24,44.9980,36.8346,1080
gyroid,14.000,none,12.4327,14.9691,0.321502,0,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,NA,false,true,11496,1.0000,412,273,4200,4,0.2500,0.1250,174.06,0.083333,1,7374.0,89947.0,12,38952,0.5000,1492,877,45.0,0.543900,0.157355,0.157355,0,38,477,100,0,400,739,41196,432188,431578,33822,1,2,3.136,1.6177,1.4574,3.1412,0.180619,0.180619,9.8998,61.5708,93.1197,0.267027,0.321502,1.403190,0.160751,0.133513,1.075770,241,2,270,1030808,16,480,8,24,14.9691,12.4327,1080
gyroid,14.000,geomorph,8.0377,11.6636,0.250508,4,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,true,false,true,11496,1.0000,412,273,4200,4,0.2500,0.1250,112.53,0.083333,1,7374.0,89947.0,12,38952,0.5000,1492,877,45.0,0.543900,0.157355,0.157355,0,38,477,100,0,400,739,41196,432188,431578,432188,1,2,3.136,1.6177,1.4574,3.1412,0.180619,0.180619,9.8998,61.5708,93.1197,0.172632,0.321502,1.403190,0.125254,0.086316,1.075770,241,2,270,1030808,16,480,8,24,14.9691,12.4327,1080
gyroid,14.000,dither_s1,12.4327,14.9691,0.321502,0,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,NA,false,true,11496,1.0000,412,273,4200,4,0.2500,0.1250,174.06,0.083333,1,7374.0,89947.0,12,38952,0.5000,1492,877,45.0,0.543900,0.157355,0.157355,0,38,477,100,0,400,739,41196,432188,431578,123769,1,2,3.136,1.6177,1.4574,3.1412,0.180619,0.180619,9.8998,61.5708,93.1197,0.267027,0.321502,1.403190,0.160751,0.133513,1.075770,241,2,270,1030808,16,480,8,24,14.9691,12.4327,1080
gyroid,14.000,dither_s4,3.1082,3.7423,0.080375,0,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,NA,false,true,11496,1.0000,412,273,4200,4,0.2500,0.1250,43.51,0.083333,4,7374.0,89947.0,12,38952,0.5000,1492,877,45.0,0.543900,0.157355,0.157355,0,38,477,100,0,400,739,41196,432188,431578,123769,1,2,3.136,1.6177,1.4574,3.1412,0.180619,0.180619,9.8998,61.5708,93.1197,0.066757,0.321502,1.403190,0.040188,0.033378,1.075770,241,2,270,1030808,16,480,8,24,14.9691,12.4327,1080
gyroid,14.000,dither,1.5541,1.8711,0.040188,0,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,NA,false,true,11496,1.0000,412,273,4200,4,0.2500,0.1250,21.76,0.083333,8,7374.0,89947.0,12,38952,0.5000,1492,877,45.0,0.543900,0.157355,0.157355,0,38,477,100,0,400,739,41196,432188,431578,123769,1,2,3.136,1.6177,1.4574,3.1412,0.180619,0.180619,9.8998,61.5708,93.1197,0.033378,0.321502,1.403190,0.020094,0.016689,1.075770,241,2,270,1030808,16,480,8,24,14.9691,12.4327,1080
fbm_terrain,21.000,none,73.7417,75.5952,1.217711,0,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,NA,false,true,912,2.0000,28,24,4200,0,0.2500,0.1250,1548.58,0.083333,1,7374.0,89947.0,12,3792,1.0000,138,89,45.0,0.505618,0.258427,0.258427,1,1,44,22,0,44,66,41196,432188,431578,33822,2,3,3.136,1.6177,1.4574,3.1412,0.774863,0.774863,69.9628,89.1544,62.0798,1.187854,1.217711,1.552049,1.217711,1.187854,1.075770,241,2,270,1030808,16,480,8,24,75.5952,73.7417,1080
fbm_terrain,21.000,geomorph,73.7417,75.5952,1.217711,4,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,false,false,true,912,2.0000,28,24,4200,0,0.2500,0.1250,1548.58,0.083333,1,7374.0,89947.0,12,3792,1.0000,138,89,45.0,0.505618,0.258427,0.258427,1,1,44,22,0,44,66,41196,432188,431578,432188,2,3,3.136,1.6177,1.4574,3.1412,0.774863,0.774863,69.9628,89.1544,62.0798,1.187854,1.217711,1.552049,1.217711,1.187854,1.075770,241,2,270,1030808,16,480,8,24,75.5952,73.7417,1080
fbm_terrain,21.000,dither_s1,73.7417,75.5952,1.217711,0,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,NA,false,true,912,2.0000,28,24,4200,0,0.2500,0.1250,1548.58,0.083333,1,7374.0,89947.0,12,3792,1.0000,138,89,45.0,0.505618,0.258427,0.258427,1,1,44,22,0,44,66,41196,432188,431578,123769,2,3,3.136,1.6177,1.4574,3.1412,0.774863,0.774863,69.9628,89.1544,62.0798,1.187854,1.217711,1.552049,1.217711,1.187854,1.075770,241,2,270,1030808,16,480,8,24,75.5952,73.7417,1080
fbm_terrain,21.000,dither_s4,18.4354,18.8988,0.304428,0,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,NA,false,true,912,2.0000,28,24,4200,0,0.2500,0.1250,387.14,0.083333,4,7374.0,89947.0,12,3792,1.0000,138,89,45.0,0.505618,0.258427,0.258427,1,1,44,22,0,44,66,41196,432188,431578,123769,2,3,3.136,1.6177,1.4574,3.1412,0.774863,0.774863,69.9628,89.1544,62.0798,0.296964,1.217711,1.552049,0.304428,0.296964,1.075770,241,2,270,1030808,16,480,8,24,75.5952,73.7417,1080
fbm_terrain,21.000,dither,9.2177,9.4494,0.152214,0,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,NA,false,true,912,2.0000,28,24,4200,0,0.2500,0.1250,193.57,0.083333,8,7374.0,89947.0,12,3792,1.0000,138,89,45.0,0.505618,0.258427,0.258427,1,1,44,22,0,44,66,41196,432188,431578,123769,2,3,3.136,1.6177,1.4574,3.1412,0.774863,0.774863,69.9628,89.1544,62.0798,0.148482,1.217711,1.552049,0.152214,0.148482,1.075770,241,2,270,1030808,16,480,8,24,75.5952,73.7417,1080
gyroid,21.000,none,39.3839,51.1174,0.823415,0,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,NA,false,true,3672,2.0000,120,93,4200,4,0.2500,0.1250,827.06,0.083333,1,7374.0,89947.0,12,11496,1.0000,412,273,45.0,0.600733,0.245421,0.241758,1,32,163,34,0,109,207,41196,432188,431578,33822,2,3,3.136,1.6177,1.4574,3.1412,0.532610,2.260771,27.0798,77.8933,62.0798,0.634408,0.823415,1.254728,0.823415,0.634408,1.075770,241,2,270,1030808,16,480,8,24,51.1174,39.3839,1080
gyroid,21.000,geomorph,39.3839,51.1174,0.823415,4,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,true,false,true,3672,2.0000,120,93,4200,4,0.2500,0.1250,827.06,0.083333,1,7374.0,89947.0,12,11496,1.0000,412,273,45.0,0.600733,0.245421,0.241758,1,32,163,34,0,109,207,41196,432188,431578,432188,2,3,3.136,1.6177,1.4574,3.1412,0.532610,2.260771,27.0798,77.8933,62.0798,0.634408,0.823415,1.254728,0.823415,0.634408,1.075770,241,2,270,1030808,16,480,8,24,51.1174,39.3839,1080
gyroid,21.000,dither_s1,39.3839,51.1174,0.823415,0,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,NA,false,true,3672,2.0000,120,93,4200,4,0.2500,0.1250,827.06,0.083333,1,7374.0,89947.0,12,11496,1.0000,412,273,45.0,0.600733,0.245421,0.241758,1,32,163,34,0,109,207,41196,432188,431578,123769,2,3,3.136,1.6177,1.4574,3.1412,0.532610,2.260771,27.0798,77.8933,62.0798,0.634408,0.823415,1.254728,0.823415,0.634408,1.075770,241,2,270,1030808,16,480,8,24,51.1174,39.3839,1080
gyroid,21.000,dither_s4,9.8460,12.7794,0.205854,0,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,NA,false,true,3672,2.0000,120,93,4200,4,0.2500,0.1250,206.77,0.083333,4,7374.0,89947.0,12,11496,1.0000,412,273,45.0,0.600733,0.245421,0.241758,1,32,163,34,0,109,207,41196,432188,431578,123769,2,3,3.136,1.6177,1.4574,3.1412,0.532610,2.260771,27.0798,77.8933,62.0798,0.158602,0.823415,1.254728,0.205854,0.158602,1.075770,241,2,270,1030808,16,480,8,24,51.1174,39.3839,1080
gyroid,21.000,dither,4.9230,6.3897,0.102927,0,33822,123769,131384,131143.0,1.002476,false,false,true,6,12,NA,false,true,3672,2.0000,120,93,4200,4,0.2500,0.1250,103.38,0.083333,8,7374.0,89947.0,12,11496,1.0000,412,273,45.0,0.600733,0.245421,0.241758,1,32,163,34,0,109,207,41196,432188,431578,123769,2,3,3.136,1.6177,1.4574,3.1412,0.532610,2.260771,27.0798,77.8933,62.0798,0.079301,0.823415,1.254728,0.102927,0.079301,1.075770,241,2,270,1030808,16,480,8,24,51.1174,39.3839,1080
