# experiment P-82 (R-082)
# hypothesis: A DIGGER IS THE FASTEST THING IN THE GAME AND THE WALL IN FRONT OF IT IS GETTING THINNER EVERY FRAME. That is the exact configuration discrete collision cannot survive, and there is now a CPU-only measured answer: Pelletier-Guenette, Mercier-Aubin and Andrews, 10.1145/3747862 (SCA 2025) -- spatio-temporal local optimisation for first time of impact, a modified Frank-Wolfe with golden-section search over barycentric coordinates AND TIME, with adaptive triangle subdivision giving multiple contacts per triangle. Intel i9, single CPU thread, CPU-only: an 888-triangle shuriken at 0.4 ms total, 11.13 microseconds mean per triangle; 100K triangles at 0.96 microseconds per triangle. It beats Macklin 2020's discrete detection on all their tests -- SELF-ADJUDICATED, since no standard triangle-SDF CCD benchmark exists, and that is stated here rather than discovered. (C1) At the speed a game_dig projectile travels, the discrete path tunnels through a wall of thickness t below v*dt and the CCD path does not, over 10^4 randomised shots at a wall swept from 2 cells down to t/h = 0.05 (subgrid's floor, M-95). (C2) Cost per moving element stays under 25 microseconds and is LINEAR in element count. (C3) A capsule approximated by 8 swept spheres reaches the same first-time-of-impact as a 200-triangle capsule mesh, to within one cell, at 10x less cost. SHARE: C2 moves a single dynamic body's collision budget, not the whole frame.
# falsified by: C1 by the discrete path not tunnelling, which would mean the game's speeds are below the threshold and this is premature. C2 by superlinear cost, or above 25 microseconds. C3 by a disagreement above one cell, which would mean the proxy is too coarse and the cheap version of this does not exist. VACUITY CONTROL: the discrete arm must tunnel at least once, reported as a count, or C1 is comparing two methods that both work.
# commit e740138 on amd-ryzen-9-5900x-12-core at 2026-08-28T00:53:32Z
wall_thickness_cells,speed_cells_per_step,shots,tunnels_discrete,tunnels_ccd,us_per_element,elements,linear_fit_r2,toi_capsule_spheres,toi_capsule_mesh,toi_disagreement_cells,cost_ratio_spheres_vs_mesh,c1_holds,c2_holds,c3_holds,arm,axis_x,axis_y,axis_z,bead_spacing_cells,beads_disjoint,body_radius_cells,broad_phase_cull,capsule_aspect,capsule_half_height_cells,ccd_toi_checks,ccd_toi_error_cells,cell_size,cycles,cycles_per_element,discrete_threshold_cells,element_kind,elements_tested,field,frame_seconds,ghz,interval_shrink,marginal_us_per_element,mesh_false_negative,mesh_false_positive,mesh_missed_impact,orientation_index,prediction_mismatches,proxy_missed_impact,shots_crossing_solid,solver,solver_accuracy_bar_cells,solver_chosen,solver_cleared_accuracy_bar,solver_error_cells,speed_name,speed_units_per_second,sphere_bnb_nodes_high_water,spheres_ghz,spheres_us,support_deficit_mesh_cells,support_deficit_spheres_cells,toi,toi_capsule_mesh_reference,toi_disagreement_floor_cells,total_us,tunnels_ccd_total,tunnels_discrete_predicted,tunnels_discrete_total,us_per_element_in_body
1.000000,1.152000,10000,322,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,1.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,92,,,,,,,,,0,322,1447505,
0.750000,1.152000,10000,2325,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.750000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,93,,,,,,,,,0,2325,1447505,
0.500000,1.152000,10000,4871,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,96,,,,,,,,,0,4871,1447505,
0.250000,1.152000,10000,7422,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.250000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,96,,,,,,,,,0,7422,1447505,
0.125000,1.152000,10000,8661,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.125000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,95,,,,,,,,,0,8661,1447505,
0.050000,1.152000,10000,9498,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.050000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,95,,,,,,,,,0,9498,1447505,
2.000000,2.172232,10000,99,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,2.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,94,,,,,,,,,0,99,1447505,
1.500000,2.172232,10000,1875,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,1.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,95,,,,,,,,,0,1875,1447505,
1.000000,2.172232,10000,4514,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,1.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,95,,,,,,,,,0,4514,1447505,
0.750000,2.172232,10000,5872,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.750000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,95,,,,,,,,,0,5872,1447505,
0.500000,2.172232,10000,7313,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,94,,,,,,,,,0,7313,1447505,
0.250000,2.172232,10000,8615,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.250000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,95,,,,,,,,,0,8615,1447505,
0.125000,2.172232,10000,9314,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.125000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,92,,,,,,,,,0,9314,1447505,
0.050000,2.172232,10000,9729,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.050000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,93,,,,,,,,,0,9729,1447505,
2.000000,2.458800,10000,623,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,2.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint_plus_fall,19.209373,97,,,,,,,,,0,623,1447505,
1.500000,2.458800,10000,2762,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,1.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint_plus_fall,19.209373,92,,,,,,,,,0,2762,1447505,
1.000000,2.458800,10000,5156,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,1.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint_plus_fall,19.209373,101,,,,,,,,,0,5156,1447505,
0.750000,2.458800,10000,6407,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.750000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint_plus_fall,19.209373,94,,,,,,,,,0,6407,1447505,
0.500000,2.458800,10000,7646,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint_plus_fall,19.209373,92,,,,,,,,,0,7646,1447505,
0.250000,2.458800,10000,8801,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.250000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint_plus_fall,19.209373,94,,,,,,,,,0,8801,1447505,
0.125000,2.458800,10000,9413,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.125000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint_plus_fall,19.209373,94,,,,,,,,,0,9413,1447505,
0.050000,2.458800,10000,9743,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.050000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint_plus_fall,19.209373,94,,,,,,,,,0,9743,1447505,
2.000000,5.120000,10000,5402,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,2.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_40,40.000000,93,,,,,,,,,0,5402,1447505,
1.500000,5.120000,10000,6596,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,1.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_40,40.000000,96,,,,,,,,,0,6596,1447505,
1.000000,5.120000,10000,7689,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,1.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_40,40.000000,93,,,,,,,,,0,7689,1447505,
0.750000,5.120000,10000,8296,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.750000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_40,40.000000,100,,,,,,,,,0,8296,1447505,
0.500000,5.120000,10000,8854,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_40,40.000000,94,,,,,,,,,0,8854,1447505,
0.250000,5.120000,10000,9404,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.250000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_40,40.000000,93,,,,,,,,,0,9404,1447505,
0.125000,5.120000,10000,9694,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.125000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_40,40.000000,91,,,,,,,,,0,9694,1447505,
0.050000,5.120000,10000,9878,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.050000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_40,40.000000,94,,,,,,,,,0,9878,1447505,
2.000000,10.240000,10000,7679,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,2.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,97,,,,,,,,,0,7679,1447505,
1.500000,10.240000,10000,8240,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,1.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,93,,,,,,,,,0,8240,1447505,
1.000000,10.240000,10000,8846,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,1.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,94,,,,,,,,,0,8846,1447505,
0.750000,10.240000,10000,9139,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.750000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,95,,,,,,,,,0,9139,1447505,
0.500000,10.240000,10000,9413,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,105,,,,,,,,,0,9413,1447505,
0.250000,10.240000,10000,9718,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.250000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,96,,,,,,,,,0,9718,1447505,
0.125000,10.240000,10000,9864,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.125000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,94,,,,,,,,,0,9864,1447505,
0.050000,10.240000,10000,9945,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.050000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,93,,,,,,,,,0,9945,1447505,
2.000000,20.480000,10000,8819,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,2.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,94,,,,,,,,,0,8819,1447505,
1.500000,20.480000,10000,9065,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,1.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,92,,,,,,,,,0,9065,1447505,
1.000000,20.480000,10000,9388,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,1.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,95,,,,,,,,,0,9388,1447505,
0.750000,20.480000,10000,9550,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.750000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,95,,,,,,,,,0,9550,1447505,
0.500000,20.480000,10000,9706,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,95,,,,,,,,,0,9706,1447505,
0.250000,20.480000,10000,9857,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.250000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,95,,,,,,,,,0,9857,1447505,
0.125000,20.480000,10000,9919,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.125000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,95,,,,,,,,,0,9919,1447505,
0.050000,20.480000,10000,9975,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,10000,0.000000,0.125000,,,0.050000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,93,,,,,,,,,0,9975,1447505,
2.000000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,2.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,95,,,,,,,,,0,0,1447505,
1.500000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,2.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,94,,,,,,,,,0,0,1447505,
1.000000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,1.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,90,,,,,,,,,0,0,1447505,
0.750000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,1.250000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,92,,,,,,,,,0,0,1447505,
0.500000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,1.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,92,,,,,,,,,0,0,1447505,
0.250000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,0.750000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,95,,,,,,,,,0,0,1447505,
0.125000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,0.625000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,93,,,,,,,,,0,0,1447505,
0.050000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,0.550000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,92,,,,,,,,,0,0,1447505,
2.000000,1.152000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,2.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,95,,,,,,,,,0,0,1447505,
1.500000,1.152000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,2.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,97,,,,,,,,,0,0,1447505,
1.000000,1.152000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,1.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,96,,,,,,,,,0,0,1447505,
0.750000,1.152000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,1.250000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,94,,,,,,,,,0,0,1447505,
0.500000,1.152000,10000,306,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,1.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,99,,,,,,,,,0,306,1447505,
0.250000,1.152000,10000,2296,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,0.750000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,98,,,,,,,,,0,2296,1447505,
0.125000,1.152000,10000,3498,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,0.625000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,96,,,,,,,,,0,3498,1447505,
0.050000,1.152000,10000,4262,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,0.550000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,93,,,,,,,,,0,4262,1447505,
2.000000,2.172232,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,2.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,95,,,,,,,,,0,0,1447505,
1.500000,2.172232,10000,116,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,2.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,95,,,,,,,,,0,116,1447505,
1.000000,2.172232,10000,1844,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,1.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,97,,,,,,,,,0,1844,1447505,
0.750000,2.172232,10000,3206,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,1.250000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,93,,,,,,,,,0,3206,1447505,
0.500000,2.172232,10000,4570,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,1.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,91,,,,,,,,,0,4570,1447505,
0.250000,2.172232,10000,5850,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,0.750000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,92,,,,,,,,,0,5850,1447505,
0.125000,2.172232,10000,6614,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,10000,0.000000,0.125000,,,0.625000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,94,,,,,,,,,0,6614,1447505,
