# experiment P-93 (R-093)
# hypothesis: M-377 NAMED THIS COST AND DID NOT PRICE IT. At 4^3 the trace carries 51.6% MORE VERTEX DATA than 64^3 for the same 53,110 distinct surface points -- 81,548 against 53,788 -- with the duplication ratio running 2.2122x at 2^3 down to 1.0128x at 64^3. The entry says plainly that this is 'the number a consumer paying for GPU upload should weigh against the 51x edit win', and x54 has since measured what upload actually costs: 7.3236 ms of an 8.3694 ms GPU total, 87.50%. SO THE WEIGH-OFF IS NOW COMPUTABLE AND IT HAS NEVER BEEN COMPUTED. (C1) There is a CROSSOVER: below some edits-per-second rate, 64^3 wins on total frame cost despite the 51x edit penalty, because the upload dominates. Predicted to exist between 1 and 20 edits per second -- game_dig throttles the stroke to 12.5 per second, which is inside that window. (C2) Welding closes the duplication (M-377 says it does) at a cost that is itself granularity-dependent, and at 4^3 the weld costs MORE than the upload it saves. (C3) A per-chunk granularity -- coarse for static chunks, fine for actively-dug ones -- beats both fixed choices by at least 1.5x on the eleven-edit trace with a moving camera. SHARE: C1 weighs the remesh stage against the upload stage, whose shares M-377 and x54 have both measured.
# falsified by: C1 by no crossover in 0.1-100 edits per second, which would mean 4^3 wins unconditionally and the granularity decision is settled rather than a trade. C2 by the weld being cheaper, which resolves the trade in 4^3's favour and makes C1's crossover a curiosity. C3 by under 1.5x, in which case one global granularity is the right answer and the scheduler stays simple. VACUITY CONTROL: the upload arm must actually upload -- asserted against x54's own gpu_vs_cpu.csv row rather than quoted, per P-70's precedent -- and the camera arm must move enough to change the visible chunk set, reported as a count.
# commit 487bdf3 on amd-ryzen-9-5900x-12-core at 2026-08-28T01:00:01Z
field,chunk_cells,edits_per_second,remesh_ms,upload_ms,weld_ms,total_ms,raw_vertices,distinct_surface_points,vertex_duplication,crossover_edits_per_second,mixed_granularity_ms,mixed_speedup,visible_chunk_changes,c1_holds,c2_holds,c3_holds,adapter,backend,bus_ceiling_gb_per_s,c1_holds_arena,c1_holds_bytes,calibration_upload_bytes,calibration_upload_gb_per_s,calibration_upload_ms,chunks,committed_upload_bytes,committed_upload_gb_per_s,committed_upload_ms,cpu_khz,crossover_arena_edits_per_second,crossover_bytes_edits_per_second,crossover_streaming_shortfall,edit_ms_per_edit,edits,excess_reuploads_per_second_for_crossover,excess_vertex_bytes_ms,excess_vertex_bytes_vs_64,field_calls,full_world_upload_bytes,full_world_upload_ms,grid_duplication,mark_ms_per_edit,mixed16_coarse_activations,mixed16_coarse_cells,mixed16_coarse_chunks,mixed16_granularity_ms,mixed16_speedup,mixed16_steady_speedup,mixed_arena_granularity_ms,mixed_coarse_activations,mixed_coarse_cells,mixed_coarse_chunks,mixed_edit_ms_per_edit,mixed_fine_cells,mixed_raw_vertices,mixed_speedup_vs_4,mixed_speedup_vs_64,mixed_steady_edit_ms_per_edit,mixed_steady_granularity_ms,mixed_steady_speedup,mixed_stream_ms_per_second,mixed_subdivide_ms_total,mixed_subdivide_upload_ms_total,mixed_visible_chunk_changes,normal_stencil,remesh_ms_per_edit,stream_arena_ms_per_second,stream_bytes_ms_per_second,stream_frames_uploading,stream_full_world_uploads_per_second,stream_overhead_ms_per_second,stream_units,stream_upload_bytes_per_second,stream_upload_ms_per_second,stream_writes,total_arena_ms,triangles,upload_arena_ms,upload_dirty_bytes_per_edit,upload_dirty_ms_per_edit,upload_roundtrip_verified,upload_share_of_total,visible_chunk_enters,visible_chunk_exits,weld_pays,weld_saves_upload_ms,weld_saves_upload_ms_measured,welded_upload_bytes,welded_upload_ms,welded_vertices,welded_vertices_removed,world_cells
gyroid,2,100,88.997882,213.520464,96.590597,302.518346,117490,53110,2.212201,0.572216,1838.696818,0.155202,64990,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,262144,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.576428,11,31.0316,0.130652,666240,7760844,4073976,2.187090,3.375000,0.449468,26,16,512,474.929236,0.600868,0.975257,1769.901716,7,64,8,18.101382,4,80258,0.155202,2.347597,2.628298,291.388391,0.979345,28.558591,162.435338,7.768589,15305,6,0.440511,27.834860,1.198383,32,1.500000,43.677190,12998,6110964,44.875573,38994,243.314251,104518,154.316369,36466,1.686449,true,70.580997,38994,25996,false,0.303286,1.710726,2527416,0.476364,53098,64392,128
gyroid,4,0.1,0.078273,28.595275,68.316064,28.673548,81548,53110,1.535455,0.572216,30.368729,0.313752,16070,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,32768,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.569531,11,31.0316,0.130652,666240,4570084,3211368,2.002198,1.953125,0.356599,26,16,512,23.833547,0.399784,0.402865,24.476643,7,64,8,18.101382,4,80258,0.944180,0.313752,2.628298,28.821421,0.330597,28.558591,162.435338,7.768589,15305,6,0.426131,22.330271,0.944642,32,1.500000,27.471953,3214,4817052,28.416595,9642,22.528367,104518,22.450093,35865,1.786801,true,99.727020,9642,6428,false,0.134126,-0.166602,2527416,2.168800,53098,28450,128
gyroid,4,0.2,0.156546,28.773955,68.316064,28.930501,81548,53110,1.535455,0.572216,32.178867,0.430082,16070,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,32768,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.569531,11,31.0316,0.130652,666240,4570084,3211368,2.002198,1.953125,0.356599,26,16,512,24.285094,0.569879,0.578566,26.223815,7,64,8,18.101382,4,80258,0.899053,0.430082,2.628298,29.084251,0.475844,28.558591,162.435338,7.768589,15305,6,0.426131,22.330271,0.944642,32,1.500000,27.471953,3214,4817052,28.416595,9642,22.726462,104518,22.569916,35865,1.786801,true,99.458889,9642,6428,false,0.134126,-0.166602,2527416,2.168800,53098,28450,128
gyroid,4,0.5,0.391365,29.309995,68.316064,29.701361,81548,53110,1.535455,0.572216,37.609282,0.711885,16070,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,32768,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.569531,11,31.0316,0.130652,666240,4570084,3211368,2.002198,1.953125,0.356599,26,16,512,25.639736,1.044218,1.082713,31.465332,7,64,8,18.101382,4,80258,0.789735,0.711885,2.628298,29.872740,0.896251,28.558591,162.435338,7.768589,15305,6,0.426131,22.330271,0.944642,32,1.500000,27.471953,3214,4817052,28.416595,9642,23.320749,104518,22.929383,35865,1.786801,true,98.682332,9642,6428,false,0.134126,-0.166602,2527416,2.168800,53098,28450,128
gyroid,4,1,0.782731,30.203396,68.316064,30.986126,81548,53110,1.535455,0.572216,46.659973,0.664084,16070,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,32768,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.569531,11,31.0316,0.130652,666240,4570084,3211368,2.002198,1.953125,0.356599,26,16,512,27.897472,1.110714,1.188379,40.201193,7,64,8,18.101382,4,80258,0.664084,1.035791,2.628298,31.186889,0.993563,28.558591,162.435338,7.768589,15305,6,0.426131,22.330271,0.944642,32,1.500000,27.471953,3214,4817052,28.416595,9642,24.311226,104518,23.528495,35865,1.786801,true,97.473932,9642,6428,false,0.134126,-0.166602,2527416,2.168800,53098,28450,128
gyroid,4,2,1.565461,31.990197,68.316064,33.555658,81548,53110,1.535455,0.572216,64.761356,0.518143,16070,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,32768,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.569531,11,31.0316,0.130652,666240,4570084,3211368,2.002198,1.953125,0.356599,26,16,512,32.412945,1.035255,1.166482,57.672915,7,64,8,18.101382,4,80258,0.518143,1.411999,2.628298,33.815187,0.992325,28.558591,162.435338,7.768589,15305,6,0.426131,22.330271,0.944642,32,1.500000,27.471953,3214,4817052,28.416595,9642,26.292181,104518,24.726720,35865,1.786801,true,95.334732,9642,6428,false,0.134126,-0.166602,2527416,2.168800,53098,28450,128
gyroid,4,5,3.913653,37.350599,68.316064,41.264252,81548,53110,1.535455,0.572216,119.065502,0.346568,16070,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,32768,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.569531,11,31.0316,0.130652,666240,4570084,3211368,2.002198,1.953125,0.356599,26,16,512,45.959362,0.897842,1.119991,110.088083,7,64,8,18.101382,4,80258,0.346568,1.854291,2.628298,41.700081,0.989548,28.558591,162.435338,7.768589,15305,6,0.426131,22.330271,0.944642,32,1.500000,27.471953,3214,4817052,28.416595,9642,32.235046,104518,28.321393,35865,1.786801,true,90.515633,9642,6428,false,0.134126,-0.166602,2527416,2.168800,53098,28450,128
gyroid,4,10,7.827306,46.284603,68.316064,54.111910,81548,53110,1.535455,0.572216,209.572414,0.258201,16070,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,32768,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.569531,11,31.0316,0.130652,666240,4570084,3211368,2.002198,1.953125,0.356599,26,16,512,68.536724,0.789532,1.075681,197.446695,7,64,8,18.101382,4,80258,0.258201,2.082083,2.628298,54.841571,0.986695,28.558591,162.435338,7.768589,15305,6,0.426131,22.330271,0.944642,32,1.500000,27.471953,3214,4817052,28.416595,9642,42.139822,104518,34.312516,35865,1.786801,true,85.534966,9642,6428,false,0.134126,-0.166602,2527416,2.168800,53098,28450,128
gyroid,4,12.5,9.784133,50.751605,68.316064,60.535738,81548,53110,1.535455,0.572216,254.825869,0.237557,16070,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,32768,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.569531,11,31.0316,0.130652,666240,4570084,3211368,2.002198,1.953125,0.356599,26,16,512,79.825405,0.758352,1.061370,241.126001,7,64,8,18.101382,4,80258,0.237557,2.135300,2.628298,61.412316,0.985726,28.558591,162.435338,7.768589,15305,6,0.426131,22.330271,0.944642,32,1.500000,27.471953,3214,4817052,28.416595,9642,47.092210,104518,37.308077,35865,1.786801,true,83.837427,9642,6428,false,0.134126,-0.166602,2527416,2.168800,53098,28450,128
gyroid,4,20,15.654613,64.152611,68.316064,79.807224,81548,53110,1.535455,0.572216,390.586236,0.204327,16070,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,32768,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.569531,11,31.0316,0.130652,666240,4570084,3211368,2.002198,1.953125,0.356599,26,16,512,113.691447,0.701963,1.033404,372.163920,7,64,8,18.101382,4,80258,0.204327,2.220962,2.628298,81.124551,0.983762,28.558591,162.435338,7.768589,15305,6,0.426131,22.330271,0.944642,32,1.500000,27.471953,3214,4817052,28.416595,9642,61.949373,104518,46.294760,35865,1.786801,true,80.384467,9642,6428,false,0.134126,-0.166602,2527416,2.168800,53098,28450,128
gyroid,4,50,39.136532,117.756636,68.316064,156.893168,81548,53110,1.535455,0.572216,933.627705,0.168047,16070,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,32768,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.569531,11,31.0316,0.130652,666240,4570084,3211368,2.002198,1.953125,0.356599,26,16,512,249.155618,0.629699,0.993021,896.315593,7,64,8,18.101382,4,80258,0.168047,2.314485,2.628298,159.973491,0.980745,28.558591,162.435338,7.768589,15305,6,0.426131,22.330271,0.944642,32,1.500000,27.471953,3214,4817052,28.416595,9642,121.378026,104518,82.241494,35865,1.786801,true,75.055299,9642,6428,false,0.134126,-0.166602,2527416,2.168800,53098,28450,128
gyroid,4,100,78.273064,207.096677,68.316064,285.369740,81548,53110,1.535455,0.572216,1838.696818,0.155202,16070,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,32768,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.569531,11,31.0316,0.130652,666240,4570084,3211368,2.002198,1.953125,0.356599,26,16,512,474.929236,0.600868,0.975257,1769.901716,7,64,8,18.101382,4,80258,0.155202,2.347597,2.628298,291.388391,0.979345,28.558591,162.435338,7.768589,15305,6,0.426131,22.330271,0.944642,32,1.500000,27.471953,3214,4817052,28.416595,9642,220.425780,104518,142.152716,35865,1.786801,true,72.571351,9642,6428,false,0.134126,-0.166602,2527416,2.168800,53098,28450,128
gyroid,8,0.1,0.087017,39.604063,57.820929,39.691081,66066,53110,1.243947,0.572216,30.368729,0.313752,3940,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,4096,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.787073,11,31.0316,0.130652,666240,3370680,2839800,2.470472,1.423828,0.335723,26,16,512,23.833547,0.399784,0.402865,24.476643,7,64,8,18.101382,4,80258,0.944180,0.313752,2.628298,28.821421,0.330597,28.558591,162.435338,7.768589,15305,6,0.534452,38.255193,0.835343,32,1.500000,38.577030,788,4259700,39.412374,2364,38.461164,104518,38.374147,41413,1.916898,true,99.780763,2364,1576,false,0.061260,-0.000630,2527416,2.471102,53098,12968,128
gyroid,8,0.2,0.174035,39.795753,57.820929,39.969788,66066,53110,1.243947,0.572216,32.178867,0.430082,3940,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,4096,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.787073,11,31.0316,0.130652,666240,3370680,2839800,2.470472,1.423828,0.335723,26,16,512,24.285094,0.569879,0.578566,26.223815,7,64,8,18.101382,4,80258,0.899053,0.430082,2.628298,29.084251,0.475844,28.558591,162.435338,7.768589,15305,6,0.534452,38.255193,0.835343,32,1.500000,38.577030,788,4259700,39.412374,2364,38.667136,104518,38.493101,41413,1.916898,true,99.564584,2364,1576,false,0.061260,-0.000630,2527416,2.471102,53098,12968,128
gyroid,8,0.5,0.435087,40.370823,57.820929,40.805910,66066,53110,1.243947,0.572216,37.609282,0.711885,3940,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,4096,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.787073,11,31.0316,0.130652,666240,3370680,2839800,2.470472,1.423828,0.335723,26,16,512,25.639736,1.044218,1.082713,31.465332,7,64,8,18.101382,4,80258,0.789735,0.711885,2.628298,29.872740,0.896251,28.558591,162.435338,7.768589,15305,6,0.534452,38.255193,0.835343,32,1.500000,38.577030,788,4259700,39.412374,2364,39.285050,104518,38.849963,41413,1.916898,true,98.933764,2364,1576,false,0.061260,-0.000630,2527416,2.471102,53098,12968,128
gyroid,8,1,0.870175,41.329272,57.820929,42.199446,66066,53110,1.243947,0.572216,46.659973,0.664084,3940,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,4096,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.787073,11,31.0316,0.130652,666240,3370680,2839800,2.470472,1.423828,0.335723,26,16,512,27.897472,1.110714,1.188379,40.201193,7,64,8,18.101382,4,80258,0.664084,1.035791,2.628298,31.186889,0.993563,28.558591,162.435338,7.768589,15305,6,0.534452,38.255193,0.835343,32,1.500000,38.577030,788,4259700,39.412374,2364,40.314908,104518,39.444733,41413,1.916898,true,97.937947,2364,1576,false,0.061260,-0.000630,2527416,2.471102,53098,12968,128
gyroid,8,2,1.740350,43.246170,57.820929,44.986519,66066,53110,1.243947,0.572216,64.761356,0.518143,3940,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,4096,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.787073,11,31.0316,0.130652,666240,3370680,2839800,2.470472,1.423828,0.335723,26,16,512,32.412945,1.035255,1.166482,57.672915,7,64,8,18.101382,4,80258,0.518143,1.411999,2.628298,33.815187,0.992325,28.558591,162.435338,7.768589,15305,6,0.534452,38.255193,0.835343,32,1.500000,38.577030,788,4259700,39.412374,2364,42.374623,104518,40.634273,41413,1.916898,true,96.131397,2364,1576,false,0.061260,-0.000630,2527416,2.471102,53098,12968,128
