z3-5.1.0,ambiguity_affine|case002|xlo,0.006660,true,1536,1536,0,0_of_0,991b_a81144fd5b0dd9d1,true,true,true,0,true,ambiguity_affine,1536,9.382,2,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case002__xlo.smt2,a81144fd5b0dd9d1,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case002|xhi,0.005812,true,1536,1536,0,0_of_0,991b_661f599a6e69ddaf,true,true,true,0,true,ambiguity_affine,1536,9.382,2,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case002__xhi.smt2,661f599a6e69ddaf,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case002|ylo,0.006486,true,1536,1536,0,0_of_0,991b_032231390287ede4,true,true,true,0,true,ambiguity_affine,1536,9.382,2,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case002__ylo.smt2,032231390287ede4,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case002|yhi,0.006462,true,1536,1536,0,0_of_0,991b_9fe7cbf88c98e139,true,true,true,0,true,ambiguity_affine,1536,9.382,2,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case002__yhi.smt2,9fe7cbf88c98e139,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case002|zlo,0.006723,true,1536,1536,0,0_of_0,992b_530357fb3fb47953,true,true,true,0,true,ambiguity_affine,1536,9.382,2,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zlo,false,true,false,unsat,2,true,truth_is_magnitude_free,992,ambiguity_affine__case002__zlo.smt2,530357fb3fb47953,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case002|zhi,0.006073,true,1536,1536,0,0_of_0,992b_4f94202a66f4d95a,true,true,true,0,true,ambiguity_affine,1536,9.382,2,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,false,true,false,unsat,2,true,truth_is_magnitude_free,992,ambiguity_affine__case002__zhi.smt2,4f94202a66f4d95a,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case003|xlo,0.006682,true,1536,1536,0,0_of_0,990b_cf8889f8372ca64b,true,true,true,0,true,ambiguity_affine,1536,9.382,3,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case003__xlo.smt2,cf8889f8372ca64b,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case003|xhi,0.006426,true,1536,1536,0,0_of_0,990b_cf3f070a5e5ebfdd,true,true,true,0,true,ambiguity_affine,1536,9.382,3,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case003__xhi.smt2,cf3f070a5e5ebfdd,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case003|ylo,0.005839,true,1536,1536,0,0_of_0,989b_5d126a0e51b184f9,true,true,true,0,true,ambiguity_affine,1536,9.382,3,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,false,true,true,unsat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case003__ylo.smt2,5d126a0e51b184f9,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case003|yhi,0.005735,true,1536,1536,0,0_of_0,990b_33a894167c5b82ff,true,true,true,0,true,ambiguity_affine,1536,9.382,3,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case003__yhi.smt2,33a894167c5b82ff,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case003|zlo,0.007288,true,1536,1536,0,0_of_0,991b_d2bd3d8dcf39f563,true,true,true,0,true,ambiguity_affine,1536,9.382,3,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zlo,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case003__zlo.smt2,d2bd3d8dcf39f563,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case003|zhi,0.006138,true,1536,1536,0,0_of_0,991b_ddd4d70852616f64,true,true,true,0,true,ambiguity_affine,1536,9.382,3,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case003__zhi.smt2,ddd4d70852616f64,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case004|xlo,0.006050,true,1536,1536,0,0_of_0,991b_b06362d0fe831c15,true,true,true,0,true,ambiguity_affine,1536,9.382,4,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case004__xlo.smt2,b06362d0fe831c15,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case004|xhi,0.006928,true,1536,1536,0,0_of_0,991b_29d20f5e8f3788ab,true,true,true,0,true,ambiguity_affine,1536,9.382,4,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case004__xhi.smt2,29d20f5e8f3788ab,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case004|ylo,0.006487,true,1536,1536,0,0_of_0,991b_7e77c23e6c807a24,true,true,true,0,true,ambiguity_affine,1536,9.382,4,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case004__ylo.smt2,7e77c23e6c807a24,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case004|yhi,0.006680,true,1536,1536,0,0_of_0,991b_c8567e90986523a1,true,true,true,0,true,ambiguity_affine,1536,9.382,4,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case004__yhi.smt2,c8567e90986523a1,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case004|zlo,0.006259,true,1536,1536,0,0_of_0,992b_c6d31038ea4d6a6f,true,true,true,0,true,ambiguity_affine,1536,9.382,4,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zlo,false,true,false,unsat,2,true,truth_is_magnitude_free,992,ambiguity_affine__case004__zlo.smt2,c6d31038ea4d6a6f,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case004|zhi,0.005920,true,1536,1536,0,0_of_0,992b_ee672af5240a669a,true,true,true,0,true,ambiguity_affine,1536,9.382,4,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,false,true,false,unsat,2,true,truth_is_magnitude_free,992,ambiguity_affine__case004__zhi.smt2,ee672af5240a669a,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case005|xlo,0.007203,true,1536,1536,0,0_of_0,990b_f638a410ab6cdc77,true,true,true,0,true,ambiguity_affine,1536,9.382,5,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case005__xlo.smt2,f638a410ab6cdc77,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case005|xhi,0.005966,true,1536,1536,0,0_of_0,990b_7e573b4f216a7809,true,true,true,0,true,ambiguity_affine,1536,9.382,5,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case005__xhi.smt2,7e573b4f216a7809,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case005|ylo,0.006558,true,1536,1536,0,0_of_0,990b_2d6627d812a54098,true,true,true,0,true,ambiguity_affine,1536,9.382,5,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case005__ylo.smt2,2d6627d812a54098,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case005|yhi,0.006708,true,1536,1536,0,0_of_0,990b_a05db589c7b4484f,true,true,true,0,true,ambiguity_affine,1536,9.382,5,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case005__yhi.smt2,a05db589c7b4484f,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case005|zlo,0.005592,true,1536,1536,0,0_of_0,990b_c869fe90ab2e46c4,true,true,true,0,true,ambiguity_affine,1536,9.382,5,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zlo,false,true,true,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case005__zlo.smt2,c869fe90ab2e46c4,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case005|zhi,0.006074,true,1536,1536,0,0_of_0,991b_068bea6d18cc5f74,true,true,true,0,true,ambiguity_affine,1536,9.382,5,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case005__zhi.smt2,068bea6d18cc5f74,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case006|xlo,0.006223,true,1536,1536,0,0_of_0,990b_6f03f1f369606ac4,true,true,true,0,true,ambiguity_affine,1536,9.382,6,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case006__xlo.smt2,6f03f1f369606ac4,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case006|xhi,0.006722,true,1536,1536,0,0_of_0,990b_5f810e286897a6d6,true,true,true,0,true,ambiguity_affine,1536,9.382,6,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case006__xhi.smt2,5f810e286897a6d6,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case006|ylo,0.006383,true,1536,1536,0,0_of_0,990b_c674046b9df9bdcb,true,true,true,0,true,ambiguity_affine,1536,9.382,6,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case006__ylo.smt2,c674046b9df9bdcb,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case006|yhi,0.006368,true,1536,1536,0,0_of_0,990b_91e2139c56dd65bc,true,true,true,0,true,ambiguity_affine,1536,9.382,6,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case006__yhi.smt2,91e2139c56dd65bc,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case006|zlo,0.005816,true,1536,1536,0,0_of_0,989b_e362ca815f6bff82,true,true,true,0,true,ambiguity_affine,1536,9.382,6,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zlo,true,false,true,sat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case006__zlo.smt2,e362ca815f6bff82,Z3_version_5.1.0_-_64_bit,sat,192,399.598
z3-5.1.0,ambiguity_affine|case006|zhi,0.006709,true,1536,1536,0,0_of_0,991b_cd198d4cfaba8215,true,true,true,0,true,ambiguity_affine,1536,9.382,6,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case006__zhi.smt2,cd198d4cfaba8215,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case007|xlo,0.007138,true,1536,1536,0,0_of_0,989b_0a39c3682018e8ce,true,true,true,0,true,ambiguity_affine,1536,9.382,7,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,false,true,false,unsat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case007__xlo.smt2,0a39c3682018e8ce,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case007|xhi,0.006429,true,1536,1536,0,0_of_0,989b_915458cace53d104,true,true,true,0,true,ambiguity_affine,1536,9.382,7,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,false,unsat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case007__xhi.smt2,915458cace53d104,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case007|ylo,0.006102,true,1536,1536,0,0_of_0,988b_4d1290d09a3a70dc,true,true,true,0,true,ambiguity_affine,1536,9.382,7,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,false,true,true,unsat,2,true,truth_is_magnitude_free,988,ambiguity_affine__case007__ylo.smt2,4d1290d09a3a70dc,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case007|yhi,0.006529,true,1536,1536,0,0_of_0,989b_57df077d93b6d1ca,true,true,true,0,true,ambiguity_affine,1536,9.382,7,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,false,unsat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case007__yhi.smt2,57df077d93b6d1ca,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case007|zlo,0.005637,true,1536,1536,0,0_of_0,989b_718b89d19fe0600f,true,true,true,0,true,ambiguity_affine,1536,9.382,7,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zlo,false,true,true,unsat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case007__zlo.smt2,718b89d19fe0600f,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case007|zhi,0.006552,true,1536,1536,0,0_of_0,990b_6237881ad7f5f0d7,true,true,true,0,true,ambiguity_affine,1536,9.382,7,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case007__zhi.smt2,6237881ad7f5f0d7,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case008|xlo,0.006569,true,1536,1536,0,0_of_0,991b_e9dc9c56ee93b821,true,true,true,0,true,ambiguity_affine,1536,9.382,8,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case008__xlo.smt2,e9dc9c56ee93b821,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case008|xhi,0.007029,true,1536,1536,0,0_of_0,991b_96831fbe883bbfd7,true,true,true,0,true,ambiguity_affine,1536,9.382,8,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case008__xhi.smt2,96831fbe883bbfd7,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case008|ylo,0.006411,true,1536,1536,0,0_of_0,991b_f7efeeac122c9254,true,true,true,0,true,ambiguity_affine,1536,9.382,8,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case008__ylo.smt2,f7efeeac122c9254,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case008|yhi,0.006641,true,1536,1536,0,0_of_0,991b_f7562ebf917a7ead,true,true,true,0,true,ambiguity_affine,1536,9.382,8,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case008__yhi.smt2,f7562ebf917a7ead,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case008|zlo,0.006426,true,1536,1536,0,0_of_0,992b_34278a3bb87da4fb,true,true,true,0,true,ambiguity_affine,1536,9.382,8,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zlo,false,true,false,unsat,2,true,truth_is_magnitude_free,992,ambiguity_affine__case008__zlo.smt2,34278a3bb87da4fb,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case008|zhi,0.006050,true,1536,1536,0,0_of_0,992b_488f136ac1c5804a,true,true,true,0,true,ambiguity_affine,1536,9.382,8,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,false,true,false,unsat,2,true,truth_is_magnitude_free,992,ambiguity_affine__case008__zhi.smt2,488f136ac1c5804a,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case009|xlo,0.006564,true,1536,1536,0,0_of_0,990b_62e42611c63330a3,true,true,true,0,true,ambiguity_affine,1536,9.382,9,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case009__xlo.smt2,62e42611c63330a3,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case009|xhi,0.006411,true,1536,1536,0,0_of_0,990b_31391421336d7ca5,true,true,true,0,true,ambiguity_affine,1536,9.382,9,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case009__xhi.smt2,31391421336d7ca5,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case009|ylo,0.006403,true,1536,1536,0,0_of_0,990b_b7e103725c51a068,true,true,true,0,true,ambiguity_affine,1536,9.382,9,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case009__ylo.smt2,b7e103725c51a068,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case009|yhi,0.006597,true,1536,1536,0,0_of_0,990b_a9411184f500afcb,true,true,true,0,true,ambiguity_affine,1536,9.382,9,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case009__yhi.smt2,a9411184f500afcb,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
