# experiment P-176 (R-176)
# hypothesis: Duminil-Copin, Rivera, Rodriguez & Vanneuville (arXiv:2108.08008 / 10.1214/22-aop1594, acquired and converted this session, 61 pp.) prove that for smooth Gaussian fields in dimension d >= 3 the critical level l_c(d) is strictly positive -- the nodal set percolates in 3D in a regime where the 2D analogue does not. For a voxel game that is a statement about caves: at isovalue 0 the excavated region should have one giant component rather than many isolated pockets. (C1) Sweeping the isovalue on fbm_terrain and noise_cavity, a giant component appears -- one component holding above 50% of the air volume -- and the isovalue at which it appears is reported. (C2) The 3D behaviour differs qualitatively from a 2D slice of the same field, which is the theorem's actual content and the control that says the effect is dimensional. (C3) The measured components agree with the crate's existing Air union-find connectivity, which is an independent check on both. SHARE: none -- this predicts a property of generated worlds, and M-311's union-find is the instrument.
# falsified by: C1 by no giant component at any isovalue, which for a cave generator would be a design-relevant negative -- it would mean the field produces isolated pockets and connectivity must be authored rather than emergent. C2 by 2D and 3D behaving alike, which would mean our fields are too far from the theorem's Gaussian hypothesis for it to describe them -- and fbm_terrain is hash-based lattice noise, not a Gaussian field, so this is a real risk and is registered as one. C3 by disagreement with the union-find. VACUITY CONTROL: the isovalue sweep must include values producing both many-small-components and one-large-component regimes, reported as a distribution, or the transition is outside the swept range.
# commit f24c09b on amd-ryzen-9-5900x-12-core at 2026-08-30T09:31:23Z
field,isovalue,components,largest_component_fraction,component_size_distribution,giant_component_exists,percolation_isovalue,two_d_slice_comparison,air_union_find_agreement,c1_holds,c2_holds,c3_holds,air_fraction_of_region,air_samples,air_samples_2d,air_uf_air_samples,air_uf_components,air_uf_labels,air_uf_sizes_match,cap_max_sdf,components_2d,connectivity_2d,connectivity_3d,dimension_gap_rows,fragmented_rows,giant_at_zero,giant_component_2d,giant_rows_with_real_air,largest_component_fraction_2d,largest_component_fraction_at_zero,largest_component_size,largest_component_span_fraction,mask_rule,outer_shell_air_fraction,outer_shell_components,outer_shell_largest_fraction,percolation_isovalue_2d,percolation_rung_fragmented,percolation_rung_giant,region_samples,resolution,row_ms,single_component_rows,slice_plane,slice_populated_rows,sweep_hi,sweep_lo,sweep_rungs,sweep_step
noise_cavity,0.520057,7,0.397059,7c|27|19|10|4|4|+2,false,0.029340,3d:7@0.3971|2d:0@0.0000,true,true,true,true,0.000384,68,0,68,7,7,true,-0.050024,0,4,6,6,28,true,false,6,0.000000,0.814493,27,0.043478,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.4,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.502782,9,0.352273,9c|31|22|10|8|6|+4,false,0.029340,3d:9@0.3523|2d:0@0.0000,true,true,true,true,0.000497,88,0,88,9,9,true,-0.050024,0,4,6,6,28,true,false,6,0.000000,0.814493,31,0.043478,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.3,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.485508,14,0.300000,14c|36|26|12|12|9|+9,false,0.029340,3d:14@0.3000|2d:0@0.0000,true,true,true,true,0.000678,120,0,120,14,14,true,-0.050024,0,4,6,6,28,true,false,6,0.000000,0.814493,36,0.043478,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.3,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.468233,20,0.247126,20c|43|26|19|17|13|+15,false,0.029340,3d:20@0.2471|2d:0@0.0000,true,true,true,true,0.000984,174,0,174,20,20,true,-0.050024,0,4,6,6,28,true,false,6,0.000000,0.814493,43,0.043478,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.4,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.450959,21,0.217054,21c|56|33|24|22|18|+16,false,0.029340,3d:21@0.2171|2d:0@0.0000,true,true,true,true,0.001458,258,0,258,21,21,true,-0.050024,0,4,6,6,28,true,false,6,0.000000,0.814493,56,0.043478,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.5,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.433685,28,0.182635,28c|61|38|28|23|21|+23,false,0.029340,3d:28@0.1826|2d:0@0.0000,true,true,true,true,0.001888,334,0,334,28,28,true,-0.050024,0,4,6,6,28,true,false,6,0.000000,0.814493,61,0.043478,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.5,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.416410,43,0.157205,43c|72|41|36|26|24|+38,false,0.029340,3d:43@0.1572|2d:1@1.0000,true,true,true,true,0.002589,458,1,458,43,43,true,-0.050024,1,4,6,6,28,true,true,6,1.000000,0.814493,72,0.057971,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.3,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.399136,53,0.133884,53c|81|46|44|31|29|+48,false,0.029340,3d:53@0.1339|2d:2@0.5000,true,true,true,true,0.003420,605,2,605,53,53,true,-0.050024,2,4,6,6,28,true,false,6,0.500000,0.814493,81,0.057971,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.4,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.381861,56,0.163975,56c|132|58|51|38|36|+51,false,0.029340,3d:56@0.1640|2d:3@0.4000,true,true,true,true,0.004550,805,5,805,56,56,true,-0.050024,3,4,6,6,28,true,false,6,0.400000,0.814493,132,0.072464,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.4,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.364587,66,0.150376,66c|160|67|64|47|45|+61,false,0.029340,3d:66@0.1504|2d:3@0.3750,true,true,true,true,0.006014,1064,8,1064,66,66,true,-0.050024,3,4,6,6,28,true,false,6,0.375000,0.814493,160,0.072464,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.4,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.347312,80,0.127410,80c|185|76|70|59|56|+75,false,0.029340,3d:80@0.1274|2d:5@0.3333,true,true,true,true,0.008208,1452,12,1452,80,80,true,-0.050024,5,4,6,6,28,true,false,6,0.333333,0.814493,185,0.072464,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.4,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.330038,94,0.105699,94c|204|81|78|69|67|+89,false,0.029340,3d:94@0.1057|2d:6@0.2778,true,true,true,true,0.010910,1930,18,1930,94,94,true,-0.050024,6,4,6,6,28,true,false,6,0.277778,0.814493,204,0.072464,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.5,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.312763,103,0.099415,103c|238|101|90|89|77|+98,false,0.029340,3d:103@0.0994|2d:7@0.2800,true,true,true,true,0.013532,2394,25,2394,103,103,true,-0.050024,7,4,6,6,28,true,false,6,0.280000,0.814493,238,0.072464,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.5,1,z=48,18,0.640978,-0.050000,42,0.017274
