# experiment P-92 (R-092)
# hypothesis: THE BAR IS PUBLIC AND LOW. meshoptimizer decodes sponza -- 184k vertices, 262k triangles -- in 1.92 ms on a Core i7-8650U at 2 GHz, against Draco's 169 ms. That is about 7.3 NANOSECONDS PER TRIANGLE, SINGLE-THREADED, TO DECODE, and decoding produces geometry and nothing else. This crate's extraction produces the geometry AND the material weights AND the gradient normals from a field plus an edit log that is far smaller than any encoding of 440k triangles. And M-31's bit-exact cross-platform determinism turns that from a gamble into a protocol: both endpoints extract the same mesh from the same field, and the golden hashes prove it. THE SWEEP FOUND NOTHING PUBLISHED ON THIS. (C1) Marginal extraction cost per triangle is under 7.3 ns on the Zen 3 for marching_cubes at 33^3 chunks, i.e. re-extracting is cheaper than decoding an encoded mesh of the same output. THIS IS GENUINELY UNCERTAIN and is why it is measured rather than asserted: M-20's 4.75 ns per SAMPLE and x51's 10.68 ns per sample extraction marginal do not settle a per-TRIANGLE figure. (C2) The field plus edit log for a dug chunk is at least 20x smaller than meshopt's encoding of that chunk's triangles, across M-50's four log buckets. (C3) Extraction from the same field and log on the M5 and the Zen 3 produces byte-identical output over a 10^4-edit trace -- M-31 at 216 fixtures extended to a long replay, which is a different regime. SHARE: C1 is a per-triangle cost, compared like for like against a published per-triangle cost on named hardware.
# falsified by: C1 by above 7.3 ns, which closes the argument with a number and is the outcome to expect if the surface-to-triangle ratio is unfavourable. C2 by under 20x, which would mean long edit logs approach the size of the geometry they produce and the argument has a crossover the log-trimming ticket must respect. C3 BY ONE DIFFERING BYTE, which is the single most important negative result available here and would end the direction. VACUITY CONTROL: the encoded-size arm must use a real encoder on the real triangles, not an estimate, and its decode time must be measured on this machine rather than quoted from the blog post.
# commit ad0a5a3 on amd-ryzen-9-5900x-12-core at 2026-08-28T00:59:12Z
field,chunk_cells,triangles,extract_ms,ns_per_triangle,meshopt_bytes,meshopt_decode_ms,meshopt_ns_per_triangle,field_plus_log_bytes,size_ratio,log_bucket,replay_edits,bytes_differing,c1_holds,c2_holds,c3_holds,arm,brushes,brushes_biting,brushes_drawn,bytes_differing_scope,c1_holds_vs_measured,cycles_per_triangle,cycles_per_triangle_total,fit_a_ms,fit_points,fit_r2,fit_sound,ghz,knob,mesh_bytes,meshopt_bytes_f32,meshopt_bytes_per_triangle,meshopt_control_differing,meshopt_index_bytes,meshopt_roundtrip_differing,meshopt_vertex_bytes,ns_per_triangle_total,peer,precision,published_ns_per_triangle,regen_control_differing,regen_differing,replay_min_triangles,replay_ms,replay_total_triangles,samples,size_ratio_f32,triangle_term_share,vertices,worst_ratio
box_exact,32,2024,0.323233,22.9063,6001,0.008620,4.2589,97,61.8660,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,95.7758,676.1556,0.276431,8,0.999961,true,4.1867,0.7700,72960,7600,2.9649,1,2411,0,3590,159.7001,n/a,f64,7.3,72960,0,n/a,n/a,n/a,35937,78.3505,0.1434,1014,1.0000
box_exact,32,3464,0.356034,22.9063,9415,0.015440,4.4573,97,97.0619,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,95.7758,434.2633,0.276431,8,0.999961,true,4.1767,1.0100,124800,12090,2.7180,1,4133,0,5282,102.7812,n/a,f64,7.3,124800,0,n/a,n/a,n/a,35937,124.6392,0.2229,1734,1.0000
box_exact,32,4328,0.376243,22.9063,12011,0.019701,4.5520,97,123.8247,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,95.7758,366.6955,0.276431,8,0.999961,true,4.1861,1.2300,155904,14724,2.7752,1,5172,0,6839,86.9323,n/a,f64,7.3,155904,0,n/a,n/a,n/a,35937,151.7938,0.2635,2166,1.0000
box_exact,32,6344,0.422154,22.9063,16737,0.029790,4.6958,97,172.5464,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,95.7758,280.1678,0.276431,8,0.999961,true,4.1722,1.4700,228480,20267,2.6382,1,7546,0,9191,66.5438,n/a,f64,7.3,228480,0,n/a,n/a,n/a,35937,208.9381,0.3442,3174,1.0000
box_exact,32,8744,0.476394,22.9063,22636,0.042040,4.8079,97,233.3608,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,95.7758,229.6682,0.276431,8,0.999961,true,4.1893,1.6900,314880,26855,2.5887,1,10475,0,12161,54.4824,n/a,f64,7.3,314880,0,n/a,n/a,n/a,35937,276.8557,0.4204,4374,1.0000
box_exact,32,10088,0.507125,22.9063,25756,0.048220,4.7799,97,265.5258,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,95.7758,211.6433,0.276431,8,0.999961,true,4.1826,1.8300,363264,30297,2.5531,1,12014,0,13742,50.2701,n/a,f64,7.3,363264,0,n/a,n/a,n/a,35937,312.3402,0.4557,5046,1.0000
sphere,32,104,0.231762,27.8346,556,0.000580,5.5769,49,11.3469,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,117.4800,9424.8981,0.228030,8,0.999919,true,4.1852,0.2100,2544,1257,5.3462,1,135,0,421,2228.4808,n/a,f32,7.3,2435,0,n/a,n/a,n/a,35937,25.6531,0.0125,54,1.0000
sphere,32,440,0.240502,27.8346,2072,0.001980,4.5000,49,42.2857,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,117.4800,2309.4732,0.228030,8,0.999919,true,4.1850,0.4300,10608,4572,4.7091,1,548,0,1524,546.5955,n/a,f32,7.3,10507,0,n/a,n/a,n/a,35937,93.3061,0.0509,222,1.0000
sphere,32,1064,0.257563,27.8346,4799,0.004720,4.4361,49,97.9388,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,117.4800,1028.6568,0.228030,8,0.999919,true,4.1846,0.6500,25584,10577,4.5103,1,1264,0,3535,242.0705,n/a,f32,7.3,25200,0,n/a,n/a,n/a,35937,215.8571,0.1150,534,1.0000
sphere,32,1736,0.275522,27.8346,7936,0.007600,4.3779,49,161.9592,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,117.4800,674.5053,0.228030,8,0.999919,true,4.1921,0.8700,41712,17078,4.5714,1,2103,0,5833,158.7108,n/a,f32,7.3,41065,0,n/a,n/a,n/a,35937,348.5306,0.1754,870,1.0000
sphere,32,2888,0.307953,27.8346,13018,0.012880,4.4598,49,265.6735,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,117.4800,452.5827,0.228030,8,0.999919,true,4.1887,1.0900,69360,28087,4.5076,1,3557,0,9461,106.6319,n/a,f32,7.3,68530,0,n/a,n/a,n/a,35937,573.2041,0.2610,1446,1.0000
sphere,32,4184,0.343793,27.8346,18385,0.019100,4.5650,49,375.2041,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,117.4800,347.6140,0.228030,8,0.999919,true,4.1898,1.3100,100464,40154,4.3941,1,5088,0,13297,82.1685,n/a,f32,7.3,99187,0,n/a,n/a,n/a,35937,819.4694,0.3387,2094,1.0000
sphere,32,5768,0.389694,27.8346,24950,0.026500,4.5943,49,509.1837,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,117.4800,285.8631,0.228030,8,0.999919,true,4.1927,1.5300,138480,54812,4.3256,1,7038,0,17912,67.5614,n/a,f32,7.3,136755,0,n/a,n/a,n/a,35937,1118.6122,0.4120,2886,1.0000
sphere,32,7976,0.449934,27.8346,34070,0.037671,4.7230,49,695.3061,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,117.4800,238.5784,0.228030,8,0.999919,true,4.1853,1.8100,191472,74598,4.2716,1,9715,0,24355,56.4110,n/a,f32,7.3,188943,0,n/a,n/a,n/a,35937,1522.4082,0.4934,3990,1.0000
sphere,32,104,0.269633,29.8024,556,0.000580,5.5769,81,6.8642,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,126.4834,10930.4154,0.265546,8,0.999912,true,4.1901,0.2100,3840,1257,5.3462,1,135,0,421,2592.6250,n/a,f64,7.3,3840,0,n/a,n/a,n/a,35937,15.5185,0.0115,54,1.0000
sphere,32,440,0.278992,29.8024,2072,0.001970,4.4773,81,25.5802,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,126.4834,2675.3545,0.265546,8,0.999912,true,4.1874,0.4300,15936,4572,4.7091,1,548,0,1524,634.0727,n/a,f64,7.3,15936,0,n/a,n/a,n/a,35937,56.4444,0.0470,222,1.0000
sphere,32,1064,0.297072,29.8024,4799,0.004750,4.4643,81,59.2469,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,126.4834,1179.5145,0.265546,8,0.999912,true,4.1934,0.6500,38400,10576,4.5103,1,1264,0,3535,279.2030,n/a,f64,7.3,38400,0,n/a,n/a,n/a,35937,130.5679,0.1067,534,1.0000
sphere,32,1736,0.316413,29.8024,7936,0.007610,4.3836,81,97.9753,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,126.4834,769.6695,0.265546,8,0.999912,true,4.1886,0.8700,62592,17078,4.5714,1,2103,0,5833,182.2656,n/a,f64,7.3,62592,0,n/a,n/a,n/a,35937,210.8395,0.1635,870,1.0000
sphere,32,2888,0.351443,29.8024,13018,0.012890,4.4633,81,160.7160,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,126.4834,515.9735,0.265546,8,0.999912,true,4.1818,1.0900,104064,28092,4.5076,1,3557,0,9461,121.6908,n/a,f64,7.3,104064,0,n/a,n/a,n/a,35937,346.8148,0.2449,1446,1.0000
sphere,32,4184,0.389013,29.8024,18385,0.019180,4.5841,81,226.9753,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,126.4834,393.7389,0.265546,8,0.999912,true,4.1853,1.3100,150720,40048,4.3941,1,5088,0,13297,92.9763,n/a,f64,7.3,150720,0,n/a,n/a,n/a,35937,494.4198,0.3205,2094,1.0000
sphere,32,5768,0.438323,29.8024,24950,0.026490,4.5926,81,308.0247,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,126.4834,321.3729,0.265546,8,0.999912,true,4.1876,1.5300,207744,54816,4.3256,1,7038,0,17912,75.9922,n/a,f64,7.3,207744,0,n/a,n/a,n/a,35937,676.7407,0.3922,2886,1.0000
sphere,32,7976,0.503504,29.8024,34070,0.037700,4.7267,81,420.6173,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,126.4834,266.9614,0.265546,8,0.999912,true,4.1852,1.8100,287232,74612,4.2716,1,9715,0,24355,63.1274,n/a,f64,7.3,287232,0,n/a,n/a,n/a,35937,921.1358,0.4721,3990,1.0000
gyroid,32,4564,0.834528,58.6082,19266,0.021330,4.6735,41,469.9024,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,245.0759,772.8822,0.590806,8,0.993040,true,4.1865,0.5000,111864,46596,4.2213,1,5489,0,13777,182.8501,n/a,f32,7.3,313492,0,n/a,n/a,n/a,35937,1136.4878,0.3205,2379,1.0000
gyroid,32,6264,1.002789,58.6082,27721,0.030161,4.8150,41,676.1220,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,245.0759,675.1535,0.590806,8,0.993040,true,4.1794,1.0000,155592,68570,4.4254,1,7389,0,20332,160.0876,n/a,f32,7.3,601697,0,n/a,n/a,n/a,35937,1672.4390,0.3661,3351,1.0000
gyroid,32,9660,1.175361,58.6082,44020,0.049730,5.1480,41,1073.6585,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,245.0759,513.2547,0.590806,8,0.993040,true,4.1841,1.5000,238392,107484,4.5569,1,11509,0,32511,121.6730,n/a,f32,7.3,925371,0,n/a,n/a,n/a,35937,2621.5610,0.4817,5103,1.0000
gyroid,32,13268,1.340182,58.6082,62408,0.071510,5.3897,41,1522.1463,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,245.0759,425.8986,0.590806,8,0.993040,true,4.1848,2.0000,328488,147642,4.7036,1,15949,0,46459,101.0086,n/a,f32,7.3,1236094,0,n/a,n/a,n/a,35937,3601.0244,0.5802,7053,1.0000
gyroid,32,15076,1.469434,58.6082,71680,0.083281,5.5241,41,1748.2927,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,245.0759,409.1470,0.590806,8,0.993040,true,4.1820,2.5000,372792,166904,4.7546,1,18213,0,53467,97.4684,n/a,f32,7.3,1510030,0,n/a,n/a,n/a,35937,4070.8293,0.6013,7995,1.0000
gyroid,32,19396,1.708786,58.6082,93075,0.116451,6.0039,41,2270.1220,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,245.0759,370.4529,0.590806,8,0.993040,true,4.1808,3.0000,477336,214858,4.7987,1,23537,0,69538,88.0999,n/a,f32,7.3,1823170,0,n/a,n/a,n/a,35937,5240.4390,0.6652,10191,1.0000
gyroid,32,22224,1.847866,58.6082,108124,0.137552,6.1893,41,2637.1707,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,245.0759,349.2810,0.590806,8,0.993040,true,4.1848,3.5000,550728,249299,4.8652,1,26952,0,81172,83.1473,n/a,f32,7.3,2151114,0,n/a,n/a,n/a,35937,6080.4634,0.7049,11835,1.0000
gyroid,32,25436,2.139489,58.6082,123605,0.162692,6.3961,41,3014.7561,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,245.0759,353.3468,0.590806,8,0.993040,true,4.1815,4.0000,625992,282137,4.8595,1,31518,0,92087,84.1126,n/a,f32,7.3,2459570,0,n/a,n/a,n/a,35937,6881.3902,0.6968,13365,1.0000
gyroid,32,4564,1.137881,90.7579,19266,0.021490,4.7086,65,296.4000,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,379.5804,1048.5897,0.840029,8,0.991489,true,4.1847,0.5000,168960,46624,4.2213,1,5489,0,13777,249.3166,n/a,f64,7.3,168960,0,n/a,n/a,n/a,35937,717.2923,0.3640,2379,1.0000
gyroid,32,6264,1.475523,90.7579,27721,0.029950,4.7813,65,426.4769,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,379.5804,989.9048,0.840029,8,0.991489,true,4.1811,1.0000,236016,68571,4.4254,1,7389,0,20332,235.5560,n/a,f64,7.3,236016,0,n/a,n/a,n/a,35937,1054.9385,0.3853,3351,1.0000
gyroid,32,9660,1.778156,90.7579,44020,0.049040,5.0766,65,677.2308,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,379.5804,772.1982,0.840029,8,0.991489,true,4.1829,1.5000,360864,107480,4.5569,1,11509,0,32511,184.0741,n/a,f64,7.3,360864,0,n/a,n/a,n/a,35937,1653.5385,0.4931,5103,1.0000
gyroid,32,13268,2.072689,90.7579,62408,0.070740,5.3316,65,960.1231,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,379.5804,655.2019,0.840029,8,0.991489,true,4.1841,2.0000,497760,147680,4.7036,1,15949,0,46459,156.2171,n/a,f64,7.3,497760,0,n/a,n/a,n/a,35937,2272.0000,0.5810,7053,1.0000
gyroid,32,15076,2.232670,90.7579,71680,0.082651,5.4823,65,1102.7692,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,379.5804,639.1731,0.840029,8,0.991489,true,4.1768,2.5000,564672,166942,4.7546,1,18213,0,53467,148.0943,n/a,f64,7.3,564672,0,n/a,n/a,n/a,35937,2568.3385,0.6128,7995,1.0000
gyroid,32,19396,2.553243,90.7579,93075,0.114532,5.9049,65,1431.9231,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,379.5804,552.5435,0.840029,8,0.991489,true,4.1817,3.0000,721920,214852,4.7987,1,23537,0,69538,131.6376,n/a,f64,7.3,721920,0,n/a,n/a,n/a,35937,3305.4154,0.6895,10191,1.0000
gyroid,32,22224,2.813865,90.7579,108124,0.136891,6.1596,65,1663.4462,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,379.5804,529.6811,0.840029,8,0.991489,true,4.1601,3.5000,834768,249290,4.8652,1,26952,0,81172,126.6138,n/a,f64,7.3,834768,0,n/a,n/a,n/a,35937,3835.2308,0.7168,11835,1.0000
gyroid,32,25436,3.173959,90.7579,123605,0.161661,6.3556,65,1901.6154,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,379.5804,522.8089,0.840029,8,0.991489,true,4.1825,4.0000,946752,282150,4.8595,1,31518,0,92087,124.7822,n/a,f64,7.3,946752,0,n/a,n/a,n/a,35937,4340.7692,0.7273,13365,1.0000
fbm_terrain,32,2374,6.957524,130.8575,9567,0.010360,4.3639,53,180.5094,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,543.0724,12297.6714,6.649519,8,0.999792,true,4.1839,0.2500,58632,22951,4.0299,1,2797,0,6770,2930.7178,n/a,f32,7.3,45666,0,n/a,n/a,n/a,35937,433.0377,0.0447,1256,1.0000
fbm_terrain,32,2562,6.985273,130.8575,11037,0.011130,4.3443,53,208.2453,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,543.0724,11435.1842,6.649519,8,0.999792,true,4.1848,0.5000,63216,25423,4.3080,1,3004,0,8033,2726.4922,n/a,f32,7.3,39884,0,n/a,n/a,n/a,35937,479.6792,0.0480,1353,1.0000
fbm_terrain,32,3082,7.056124,130.8575,14161,0.013500,4.3803,53,267.1887,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,543.0724,9631.6432,6.649519,8,0.999792,true,4.1822,1.0000,75960,32266,4.5947,1,3693,0,10468,2289.4627,n/a,f32,7.3,40705,0,n/a,n/a,n/a,35937,608.7925,0.0572,1624,1.0000
fbm_terrain,32,3526,7.110584,130.8575,16515,0.015550,4.4101,53,311.6038,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,543.0724,8494.8144,6.649519,8,0.999792,true,4.1832,1.5000,86832,37454,4.6838,1,4237,0,12278,2016.6149,n/a,f32,7.3,48664,0,n/a,n/a,n/a,35937,706.6792,0.0649,1855,1.0000
fbm_terrain,32,4062,7.181836,130.8575,19308,0.018220,4.4855,53,364.3019,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,543.0724,7410.3094,6.649519,8,0.999792,true,4.1793,2.0000,99912,43712,4.7533,1,4901,0,14407,1768.0542,n/a,f32,7.3,54886,0,n/a,n/a,n/a,35937,824.7547,0.0740,2132,1.0000
fbm_terrain,32,4562,7.245226,130.8575,21625,0.020910,4.5835,53,408.0189,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,543.0724,6662.6582,6.649519,8,0.999792,true,4.1853,2.5000,112104,49252,4.7402,1,5457,0,16168,1588.1688,n/a,f32,7.3,62305,0,n/a,n/a,n/a,35937,929.2830,0.0824,2390,1.0000
fbm_terrain,32,5034,7.306016,130.8575,23689,0.023130,4.5948,53,446.9623,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,543.0724,6094.9434,6.649519,8,0.999792,true,4.1849,3.0000,123744,54765,4.7058,1,5985,0,17704,1451.3341,n/a,f32,7.3,69125,0,n/a,n/a,n/a,35937,1033.3019,0.0902,2639,1.0000
fbm_terrain,32,5172,7.328237,130.8575,24418,0.024541,4.7450,53,460.7170,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,543.0724,5945.8956,6.649519,8,0.999792,true,4.1848,3.5000,127752,56735,4.7212,1,6103,0,18315,1416.9058,n/a,f32,7.3,84161,0,n/a,n/a,n/a,35937,1070.4717,0.0924,2737,1.0000
fbm_terrain,32,2374,6.690040,129.9082,9567,0.010370,4.3682,89,107.4944,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,536.9738,11813.8900,6.381141,8,0.999781,true,4.1838,0.2500,88776,22953,4.0299,1,2797,0,6770,2818.0455,n/a,f64,7.3,88776,0,n/a,n/a,n/a,35937,257.8989,0.0461,1256,1.0000
fbm_terrain,32,2562,6.711381,129.9082,11037,0.011150,4.3521,89,124.0112,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,536.9738,10981.1390,6.381141,8,0.999781,true,4.1846,0.5000,95688,25425,4.3080,1,3004,0,8033,2619.5867,n/a,f64,7.3,95688,0,n/a,n/a,n/a,35937,285.6742,0.0496,1353,1.0000
fbm_terrain,32,3082,6.783691,129.9082,14161,0.013520,4.3868,89,159.1124,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,536.9738,9227.1206,6.381141,8,0.999781,true,4.1848,1.0000,114936,32266,4.5947,1,3693,0,10468,2201.0678,n/a,f64,7.3,114936,0,n/a,n/a,n/a,35937,362.5393,0.0590,1624,1.0000
